,Unnamed: 0,Unnamed: 0.1,sys1,sys,sim,gamma_bcc,gamma_fcc,rho_gm3
1689,44283,44283,Al1V1Cr1Mn1Ni1Ag1,AlVCrMnNiAg,0.6098,1.0301556865439387,0.9201008305742124,7.053871593422006
1690,44295,44295,Al1V1Cr1Mn1Cu1Zn1,AlVCrMnCuZn,0.6685,1.1465957707592642,1.0265346363813823,6.37552123348837
1691,44298,44298,Al1V1Cr1Mn1Cu1Nb1,AlVCrMnCuNb,0.6522,1.2505825592982371,1.024932884781381,6.705016279005916
1692,44299,44299,Al1V1Cr1Mn1Cu1Mo1,AlVCrMnCuMo,0.6618,1.1359707189267712,0.9226071474254786,6.971254692390244
1693,44304,44304,Al1V1Cr1Mn1Cu1Ag1,AlVCrMnCuAg,0.6158,1.2640758216568138,1.1233214143562833,7.074288238947365
1695,44318,44318,Al1V1Cr1Mn1Zn1Nb1,AlVCrMnZnNb,0.6451,1.1429670887563574,0.948732081415736,6.480299380841864
1696,44319,44319,Al1V1Cr1Mn1Zn1Mo1,AlVCrMnZnMo,0.6582,1.1135086194753263,0.9366653537109636,6.729359774894613
1697,44324,44324,Al1V1Cr1Mn1Zn1Ag1,AlVCrMnZnAg,0.6022,1.1490017728495192,1.0309712415690573,6.832815365241378
1699,44373,44373,Al1V1Cr1Mn1Nb1Mo1,AlVCrMnNbMo,0.6587,1.280856196215823,1.0216604279132464,7.03379949632653
1701,44394,44394,Al1V1Cr1Mn1Mo1Ag1,AlVCrMnMoAg,0.6008,1.256087445245128,1.069781577026231,7.390810272348223
1703,44526,44526,Al1V1Cr1Fe1Co1Ni1,AlVCrFeCoNi,0.6783,1.0577975298228075,0.9302307001584608,6.609299445879264
1704,44528,44528,Al1V1Cr1Fe1Co1Zn1,AlVCrFeCoZn,0.6571,1.0361093108641022,0.9357736370036904,6.394141289142857
1705,44531,44531,Al1V1Cr1Fe1Co1Nb1,AlVCrFeCoNb,0.6489,1.1463670469211011,0.9674664944779974,6.727757077743096
1706,44532,44532,Al1V1Cr1Fe1Co1Mo1,AlVCrFeCoMo,0.6647,1.0189306370079694,0.847969953160138,6.998653140792079
1707,44534,44534,Al1V1Cr1Fe1Co1Ru1,AlVCrFeCoRu,0.606,1.0498876971874351,0.9045464601250918,7.2746992874017735
1708,44537,44537,Al1V1Cr1Fe1Co1Ag1,AlVCrFeCoAg,0.6056,1.1391535033004463,1.029985143283093,7.102655167184464
1710,44550,44550,Al1V1Cr1Fe1Ni1Zn1,AlVCrFeNiZn,0.6692,1.0217519138588158,0.9233900610487428,6.397143209900497
1711,44553,44553,Al1V1Cr1Fe1Ni1Nb1,AlVCrFeNiNb,0.6609999999999999,1.1301218687054084,0.954144961321465,6.731058952836536
1712,44554,44554,Al1V1Cr1Fe1Ni1Mo1,AlVCrFeNiMo,0.6759,1.0039489436096125,0.8357423110790699,7.002392987311027
1713,44556,44556,Al1V1Cr1Fe1Ni1Ru1,AlVCrFeNiRu,0.6125,1.0340174565365166,0.8911006742973285,7.2788796202538055
1714,44559,44559,Al1V1Cr1Fe1Ni1Ag1,AlVCrFeNiAg,0.6195,1.1237062122160035,1.0160133976855257,7.106448676500606
1716,44571,44571,Al1V1Cr1Fe1Cu1Zn1,AlVCrFeCuZn,0.6718,1.1515785382988402,1.0312459598074288,6.425407504009838
1717,44574,44574,Al1V1Cr1Fe1Cu1Nb1,AlVCrFeCuNb,0.657,1.2702989737873116,1.0540687332660557,6.754808809464921
1718,44575,44575,Al1V1Cr1Fe1Cu1Mo1,AlVCrFeCuMo,0.6685,1.1384675707856229,0.9330447235781031,7.023877819558822
1719,44577,44577,Al1V1Cr1Fe1Cu1Ru1,AlVCrFeCuRu,0.6054,1.1922263172433292,1.0197510134398358,7.297754455156837
1720,44579,44579,Al1V1Cr1Fe1Cu1Pd1,AlVCrFeCuPd,0.6032,1.1206063561752495,0.9559772608270506,7.30831720391089
1721,44580,44580,Al1V1Cr1Fe1Cu1Ag1,AlVCrFeCuAg,0.6259,1.2687112566765004,1.1355733950969338,7.126394736490383
1724,44594,44594,Al1V1Cr1Fe1Zn1Nb1,AlVCrFeZnNb,0.6449,1.1961033887802417,1.014784205643515,6.527129838582856
1725,44595,44595,Al1V1Cr1Fe1Zn1Mo1,AlVCrFeZnMo,0.66,1.1438722151030702,0.9762118064866316,6.778739647952939
1726,44600,44600,Al1V1Cr1Fe1Zn1Ag1,AlVCrFeZnAg,0.6073,1.1886048649516283,1.0822340063210962,6.881760763002307
1728,44649,44649,Al1V1Cr1Fe1Nb1Mo1,AlVCrFeNbMo,0.6619,1.318741363996237,1.0753309209782786,7.082991581731206
1730,44667,44667,Al1V1Cr1Fe1Mo1Ru1,AlVCrFeMoRu,0.6022,1.2511816238172415,1.0385530677711,7.619163909784172
1731,44670,44670,Al1V1Cr1Fe1Mo1Ag1,AlVCrFeMoAg,0.6094,1.282615395053171,1.1121561449484323,7.4421551447180665
1734,44802,44802,Al1V1Cr1Co1Ni1Cu1,AlVCrCoNiCu,0.6774,1.008549522036995,0.8849940076616134,6.777064012808398
1735,44803,44803,Al1V1Cr1Co1Ni1Zn1,AlVCrCoNiZn,0.6612,1.0722300431277791,0.9750582345555416,6.525838163015075
1736,44806,44806,Al1V1Cr1Co1Ni1Nb1,AlVCrCoNiNb,0.6557,1.1843578701953026,1.006702351219419,6.858622676893202
1737,44807,44807,Al1V1Cr1Co1Ni1Mo1,AlVCrCoNiMo,0.6733,1.0465173599214266,0.8762040570545119,7.136664803204003
1738,44809,44809,Al1V1Cr1Co1Ni1Ru1,AlVCrCoNiRu,0.6172,1.0713408454319822,0.9269935876316352,7.419257920205126
1739,44811,44811,Al1V1Cr1Co1Ni1Pd1,AlVCrCoNiPd,0.6127,1.0302943064284509,0.8940929297031652,7.428357999696586
1740,44812,44812,Al1V1Cr1Co1Ni1Ag1,AlVCrCoNiAg,0.6153,1.178014778439721,1.070819054878709,7.239105886822084
1743,44827,44827,Al1V1Cr1Co1Cu1Nb1,AlVCrCoCuNb,0.6455,1.0711779156406918,0.8930516709001537,6.881222383865545
1744,44833,44833,Al1V1Cr1Co1Cu1Ag1,AlVCrCoCuAg,0.6156,1.0687170456443202,0.959967423449684,7.2577966720388325
1746,44847,44847,Al1V1Cr1Co1Zn1Nb1,AlVCrCoZnNb,0.6307,1.022372060824488,0.8737095968892113,6.646485173886966
1747,44902,44902,Al1V1Cr1Co1Nb1Mo1,AlVCrCoNbMo,0.6533,1.1137308909258197,0.911585151994318,7.2070467192643655
1749,44920,44920,Al1V1Cr1Co1Mo1Ru1,AlVCrCoMoRu,0.6036,1.0444570213479236,0.8668923324332131,7.755020263631962
1750,44923,44923,Al1V1Cr1Co1Mo1Ag1,AlVCrCoMoAg,0.6019,1.0834611886141494,0.9429145771702933,7.570844201811846
1752,45058,45058,Al1V1Cr1Ni1Cu1Nb1,AlVCrNiCuNb,0.6635,1.0563917918737842,0.8812655276392821,6.88470871245192
1753,45064,45064,Al1V1Cr1Ni1Cu1Ag1,AlVCrNiCuAg,0.6353,1.0546210942244771,0.9474604344870694,7.261778688651273
1755,45078,45078,Al1V1Cr1Ni1Zn1Nb1,AlVCrNiZnNb,0.6459,1.0092698253752217,0.8632010040383913,6.649563566697457
1756,45084,45084,Al1V1Cr1Ni1Zn1Ag1,AlVCrNiZnAg,0.6113,1.002871387973408,0.9184787953472672,7.0092045049708265
1757,45133,45133,Al1V1Cr1Ni1Nb1Mo1,AlVCrNiNbMo,0.6676,1.098320956482025,0.8992059274538228,7.210759549781357
1758,45138,45138,Al1V1Cr1Ni1Nb1Ag1,AlVCrNiNbAg,0.6039,1.1042081428303854,0.9575895542996592,7.30375838277966
1760,45151,45151,Al1V1Cr1Ni1Mo1Ru1,AlVCrNiMoRu,0.6123,1.0290583912086242,0.8541562538942289,7.7595953221333325
1761,45154,45154,Al1V1Cr1Ni1Mo1Ag1,AlVCrNiMoAg,0.618,1.0691870861228865,0.9303987784954271,7.575018907860463
1765,45288,45288,Al1V1Cr1Cu1Zn1Nb1,AlVCrCuZnNb,0.6487,1.197064557894112,1.0105793676145929,6.673228810011427
1766,45289,45289,Al1V1Cr1Cu1Zn1Mo1,AlVCrCuZnMo,0.6624,1.1535796080248562,0.9829836556180658,6.92913564795294
1767,45294,45294,Al1V1Cr1Cu1Zn1Ag1,AlVCrCuZnAg,0.6245,1.201099773991405,1.0918415840828941,7.0293780840184725
1769,45343,45343,Al1V1Cr1Cu1Nb1Mo1,AlVCrCuNbMo,0.6604,1.330549307698806,1.0766441647294431,7.228591353940773
1770,45348,45348,Al1V1Cr1Cu1Nb1Ag1,AlVCrCuNbAg,0.6105,1.3255152617862465,1.1316546022754506,7.320334819642055
1772,45361,45361,Al1V1Cr1Cu1Mo1Ru1,AlVCrCuMoRu,0.6021,1.2651186427030203,1.0238457258440414,7.772445204748201
1773,45364,45364,Al1V1Cr1Cu1Mo1Ag1,AlVCrCuMoAg,0.6212,1.3036078100391448,1.123643347543393,7.58926285472957
1778,45533,45533,Al1V1Cr1Zn1Nb1Mo1,AlVCrZnNbMo,0.648,1.212101470225567,0.9998928891871312,6.992486413114033
1780,45554,45554,Al1V1Cr1Zn1Mo1Ag1,AlVCrZnMoAg,0.6023,1.1794059529771248,1.03210488854921,7.337224607707638
1782,46014,46014,Al1V1Cr1Nb1Mo1Ag1,AlVCrNbMoAg,0.6051,1.3625997855467775,1.154893429372017,7.60735953679914
1785,46831,46831,Al1V1Mn1Fe1Co1Nb1,AlVMnFeCoNb,0.6462,1.0491069745609605,0.8741525758765105,6.7782469217745795
1786,46837,46837,Al1V1Mn1Fe1Co1Ag1,AlVMnFeCoAg,0.606,1.0478957678785916,0.9420035168091728,7.153241387587878
1788,46853,46853,Al1V1Mn1Fe1Ni1Nb1,AlVMnFeNiNb,0.654,1.0347690753839782,0.8627866912382491,6.781605445090035
1789,46859,46859,Al1V1Mn1Fe1Ni1Ag1,AlVMnFeNiAg,0.6155,1.0342185131169312,0.9299020390480432,7.157091684174756
1791,46871,46871,Al1V1Mn1Fe1Cu1Zn1,AlVMnFeCuZn,0.6679999999999999,1.0463452545877072,0.9301512802975228,6.47750932157248
1792,46874,46874,Al1V1Mn1Fe1Cu1Nb1,AlVMnFeCuNb,0.649,1.1452809882666972,0.9320818071514488,6.804786812066506
1793,46875,46875,Al1V1Mn1Fe1Cu1Mo1,AlVMnFeCuMo,0.6612,1.0328222779489804,0.831828140932665,7.075055798971846
1794,46877,46877,Al1V1Mn1Fe1Cu1Ru1,AlVMnFeCuRu,0.6074,1.0982567034065385,0.9316208534088556,7.349807754085211
1795,46879,46879,Al1V1Mn1Fe1Cu1Pd1,AlVMnFeCuPd,0.6022,1.0196913345509089,0.8598893757162515,7.359649675846723
1796,46880,46880,Al1V1Mn1Fe1Cu1Ag1,AlVMnFeCuAg,0.6209,1.1509978226576698,1.020236354946935,7.176466635966386
1798,46894,46894,Al1V1Mn1Fe1Zn1Nb1,AlVMnFeZnNb,0.6388,1.0547389305126482,0.8725326590559301,6.575427963196345
1799,46895,46895,Al1V1Mn1Fe1Zn1Mo1,AlVMnFeZnMo,0.6546,1.020532701459223,0.8536627261113096,6.82816097269095
1800,46900,46900,Al1V1Mn1Fe1Zn1Ag1,AlVMnFeZnAg,0.6043,1.0542378221135087,0.9463011612484812,6.930151220023067
1802,46949,46949,Al1V1Mn1Fe1Nb1Mo1,AlVMnFeNbMo,0.6522,1.176962836474269,0.9329558389287452,7.130492486643912
1804,46967,46967,Al1V1Mn1Fe1Mo1Ru1,AlVMnFeMoRu,0.6026,1.138179891312354,0.9282348864361954,7.66852573384431
1805,46970,46970,Al1V1Mn1Fe1Mo1Ag1,AlVMnFeMoAg,0.6028,1.1478438327444516,0.9761051977560808,7.489734606620687
1807,47106,47106,Al1V1Mn1Co1Ni1Nb1,AlVMnCoNiNb,0.6484,1.0911823437406294,0.91837275321415,6.9095046942545455
1808,47109,47109,Al1V1Mn1Co1Ni1Ru1,AlVMnCoNiRu,0.6199,1.0033492762518612,0.8657048769329934,7.472288687272726
1809,47112,47112,Al1V1Mn1Co1Ni1Ag1,AlVMnCoNiAg,0.611,1.0907620050941818,0.987794939491231,7.290082824460783
1811,47202,47202,Al1V1Mn1Co1Nb1Mo1,AlVMnCoNbMo,0.6434,1.0026725460172956,0.8016500379190313,7.254841484225028
1814,47588,47588,Al1V1Mn1Cu1Zn1Nb1,AlVMnCuZnNb,0.637,1.2392501547405648,1.0194379098047606,6.721360154977168
1815,47589,47589,Al1V1Mn1Cu1Zn1Mo1,AlVMnCuZnMo,0.6514,1.2110602163935282,1.0127438473929484,6.978380244136308
1816,47594,47594,Al1V1Mn1Cu1Zn1Ag1,AlVMnCuZnAg,0.6159,1.2541390130326149,1.1252181035734772,7.077598278846595
1818,47643,47643,Al1V1Mn1Cu1Nb1Mo1,AlVMnCuNbMo,0.6452,1.3975656370216107,1.0984011724469374,7.275926616336745
1820,47664,47664,Al1V1Mn1Cu1Mo1Ag1,AlVMnCuMoAg,0.6091,1.3757796687605786,1.1631516608630792,7.636673227310343
1822,47833,47833,Al1V1Mn1Zn1Nb1Mo1,AlVMnZnNbMo,0.6347,1.238965940192796,1.0875380221060975,7.038317519999999
1826,49127,49127,Al1V1Fe1Co1Ni1Zn1,AlVFeCoNiZn,0.6639,1.0704369210731035,0.9786308938341104,6.6310957348802
1827,49130,49130,Al1V1Fe1Co1Ni1Nb1,AlVFeCoNiNb,0.6556,1.1863767334582842,1.0131976124084119,6.961506486918392
1828,49131,49131,Al1V1Fe1Co1Ni1Mo1,AlVFeCoNiMo,0.6759,1.0415693667111965,0.8755003212906164,7.243827786130653
1829,49133,49133,Al1V1Fe1Co1Ni1Ru1,AlVFeCoNiRu,0.63,1.0629153176123318,0.9229139794782808,7.530132455289573
1830,49135,49135,Al1V1Fe1Co1Ni1Pd1,AlVFeCoNiPd,0.6244,1.0249116600838175,0.893325578473707,7.537719438781724
1831,49136,49136,Al1V1Fe1Co1Ni1Ag1,AlVFeCoNiAg,0.6236,1.1794700454853395,1.0773567940348134,7.344535760788177
1834,49151,49151,Al1V1Fe1Co1Cu1Nb1,AlVFeCoCuNb,0.645,1.0750554119237339,0.9019480652752888,6.983072272
1835,49157,49157,Al1V1Fe1Co1Cu1Ag1,AlVFeCoCuAg,0.6235,1.0720447242948692,0.9689377460033212,7.362139095931789
1837,49171,49171,Al1V1Fe1Co1Zn1Nb1,AlVFeCoZnNb,0.6272,1.0323656633268363,0.8896515988337619,6.7435120205555545
1839,49226,49226,Al1V1Fe1Co1Nb1Mo1,AlVFeCoNbMo,0.6496,1.121143005106053,0.9236706856494769,7.305677492226065
1842,49247,49247,Al1V1Fe1Co1Mo1Ag1,AlVFeCoMoAg,0.6066,1.0902587769932772,0.9550447573650388,7.671781582470862
1845,49382,49382,Al1V1Fe1Ni1Cu1Nb1,AlVFeNiCuNb,0.6597,1.0601071977505034,0.8898932539676098,6.986694075705668
1846,49388,49388,Al1V1Fe1Ni1Cu1Ag1,AlVFeNiCuAg,0.6399,1.057797402055944,0.956160067323714,7.366262927756097
1848,49402,49402,Al1V1Fe1Ni1Zn1Nb1,AlVFeNiZnNb,0.6391,1.0190097145990638,0.8787633199087448,6.746713544333717
1849,49405,49405,Al1V1Fe1Ni1Zn1Ru1,AlVFeNiZnRu,0.6019,1.022219577310172,0.915874943677464,7.274639659047617
1850,49408,49408,Al1V1Fe1Ni1Zn1Ag1,AlVFeNiZnAg,0.6128,1.0120933687512002,0.9341653060858328,7.1086416870725975
1851,49457,49457,Al1V1Fe1Ni1Nb1Mo1,AlVFeNiNbMo,0.6607,1.1055185997119634,0.910974337871679,7.309517077090066
1852,49462,49462,Al1V1Fe1Ni1Nb1Ag1,AlVFeNiNbAg,0.6028,1.1165689978015216,0.9756870232407164,7.401040712879817
1855,49478,49478,Al1V1Fe1Ni1Mo1Ag1,AlVFeNiMoAg,0.6194,1.0757834737122105,0.9422102806414692,7.676088682333721
1858,49612,49612,Al1V1Fe1Cu1Zn1Nb1,AlVFeCuZnNb,0.6413,1.1029685285785542,0.926579079646642,6.76945751004587
1859,49613,49613,Al1V1Fe1Cu1Zn1Mo1,AlVFeCuZnMo,0.6577,1.0558984304046883,0.8937324085107979,7.029111028051945
1860,49615,49615,Al1V1Fe1Cu1Zn1Ru1,AlVFeCuZnRu,0.6011,1.1472814621321985,1.017409209500495,7.29285391396135
1861,49618,49618,Al1V1Fe1Cu1Zn1Ag1,AlVFeCuZnAg,0.6256,1.1003933946030735,0.9994590317638148,7.12784839022016
1863,49667,49667,Al1V1Fe1Cu1Nb1Mo1,AlVFeCuNbMo,0.653,1.2211623626001418,0.9808431047871224,7.326394227154284
1864,49672,49672,Al1V1Fe1Cu1Nb1Ag1,AlVFeCuNbAg,0.6088,1.216800696837036,1.0380404841908346,7.416690312861949
1868,49688,49688,Al1V1Fe1Cu1Mo1Ag1,AlVFeCuMoAg,0.6222,1.1898320024820863,1.0229731225670475,7.689331594411084
1871,49857,49857,Al1V1Fe1Zn1Nb1Mo1,AlVFeZnNbMo,0.6375,1.1203532060993378,0.9204715293980658,7.085851868822881
1873,49878,49878,Al1V1Fe1Zn1Mo1Ag1,AlVFeZnMoAg,0.6003,1.084401345318072,0.9494347023203662,7.432672845288886
1875,50338,50338,Al1V1Fe1Nb1Mo1Ag1,AlVFeNbMoAg,0.6002,1.2538933240928445,1.062164688543078,7.700801151681032
1877,51150,51150,Al1V1Co1Ni1Cu1Zn1,AlVCoNiCuZn,0.6687,1.0110231142427726,0.9216850229731136,6.7923020400504415
1878,51153,51153,Al1V1Co1Ni1Cu1Nb1,AlVCoNiCuNb,0.6566,1.1147786958640422,0.94331123055591,7.117214891303286
1879,51156,51156,Al1V1Co1Ni1Cu1Ru1,AlVCoNiCuRu,0.6323,1.0092092312508272,0.8723745155294673,7.694658324015443
1880,51159,51159,Al1V1Co1Ni1Cu1Ag1,AlVCoNiCuAg,0.6379,1.1125801119148384,1.0118595407036042,7.501969997241378
1882,51173,51173,Al1V1Co1Ni1Zn1Nb1,AlVCoNiZnNb,0.6333,1.0842558061901981,0.9440929859863753,6.869798626619882
1883,51174,51174,Al1V1Co1Ni1Zn1Mo1,AlVCoNiZnMo,0.6558,1.0163936067259345,0.8850721187226046,7.137792671999998
1884,51176,51176,Al1V1Co1Ni1Zn1Ru1,AlVCoNiZnRu,0.6061,1.0727765447827409,0.9662913019487434,7.409610256177556
1885,51179,51179,Al1V1Co1Ni1Zn1Ag1,AlVCoNiZnAg,0.6082,1.0774166360634971,1.0018117309801404,7.236458673475176
1887,51228,51228,Al1V1Co1Ni1Nb1Mo1,AlVCoNiNbMo,0.6604,1.1643198548266047,0.9662512796883166,7.437419377342655
1888,51230,51230,Al1V1Co1Ni1Nb1Ru1,AlVCoNiNbRu,0.6036,1.2111192227478589,1.0312429165461927,7.706950924624552
1889,51233,51233,Al1V1Co1Ni1Nb1Ag1,AlVCoNiNbAg,0.6008,1.1848929897280205,1.0436440221102865,7.527439297208236
1901,51438,51438,Al1V1Co1Cu1Nb1Mo1,AlVCoCuNbMo,0.6466,1.0363429223993652,0.8375533645768023,7.453124551049593
1902,51443,51443,Al1V1Co1Cu1Nb1Ag1,AlVCoCuNbAg,0.6008,1.040957562994722,0.8955260273592494,7.541942362129102
1908,52978,52978,Al1V1Ni1Cu1Nb1Mo1,AlVNiCuNbMo,0.6635,1.0223256285764812,0.8265809794401332,7.457134398106233
1909,52980,52980,Al1V1Ni1Cu1Nb1Ru1,AlVNiCuNbRu,0.6023,1.0792397852406908,0.9022462364734118,7.724562442455724
1910,52983,52983,Al1V1Ni1Cu1Nb1Ag1,AlVNiCuNbAg,0.6203,1.0281854143096538,0.8847740741438573,7.545980168662129
1923,54498,54498,Al1V1Cu1Zn1Nb1Mo1,AlVCuZnNbMo,0.6417,1.3110371796531948,1.0654333539559029,7.226486192255225
1924,54503,54503,Al1V1Cu1Zn1Nb1Ag1,AlVCuZnNbAg,0.6022,1.2103605127713073,1.0152167340434204,7.315191425686484
1926,54519,54519,Al1V1Cu1Zn1Mo1Ag1,AlVCuZnMoAg,0.6178,1.2794214417160954,1.110917164458508,7.574713511955552
1936,61776,61776,Al1Cr1Mn1Fe1Co1Ni1,AlCrMnFeCoNi,0.8009999999999999,1.0038390959777193,0.8876705650784968,6.83998501978552
1937,61781,61781,Al1Cr1Mn1Fe1Co1Nb1,AlCrMnFeCoNb,0.762,1.0871770195699662,0.909923444114413,6.940715168616888
1938,61783,61783,Al1Cr1Mn1Fe1Co1Tc1,AlCrMnFeCoTc,0.6331,1.065087539351435,0.9528486968993509,7.38782847851091
1939,61787,61787,Al1Cr1Mn1Fe1Co1Ag1,AlCrMnFeCoAg,0.7175,1.0922784372342331,0.9878451376667188,7.325409040544552
1941,61803,61803,Al1Cr1Mn1Fe1Ni1Nb1,AlCrMnFeNiNb,0.7712,1.0719276878603106,0.8977375973768393,6.944342764411763
1942,61805,61805,Al1Cr1Mn1Fe1Ni1Tc1,AlCrMnFeNiTc,0.6359,1.0502391072033666,0.9404508524569448,7.392207953419023
1943,61809,61809,Al1Cr1Mn1Fe1Ni1Ag1,AlCrMnFeNiAg,0.7285,1.0776122292905157,0.9747571203096108,7.329553789045847
1945,61821,61821,Al1Cr1Mn1Fe1Cu1Zn1,AlCrMnFeCuZn,0.7945,1.1098113436597292,0.9999111825390128,6.637639834077789
1946,61824,61824,Al1Cr1Mn1Fe1Cu1Nb1,AlCrMnFeCuNb,0.7681,1.203046435001394,0.988631520937902,6.966226491830302
1947,61825,61825,Al1Cr1Mn1Fe1Cu1Mo1,AlCrMnFeCuMo,0.7818,1.0659257082672404,0.863621107398555,7.2472836846999975
1948,61826,61826,Al1Cr1Mn1Fe1Cu1Tc1,AlCrMnFeCuTc,0.6342,1.2013596236832125,1.0659287225370226,7.410026617229985
1949,61827,61827,Al1Cr1Mn1Fe1Cu1Ru1,AlCrMnFeCuRu,0.7208,1.1236590358951448,0.9581812504671172,7.532206079078104
1950,61829,61829,Al1Cr1Mn1Fe1Cu1Pd1,AlCrMnFeCuPd,0.7173,1.0587284540819937,0.9007305180999284,7.539725944141413
1951,61830,61830,Al1Cr1Mn1Fe1Cu1Ag1,AlCrMnFeCuAg,0.7358,1.216808623608753,1.0895931439292743,7.347430230098037
1954,61844,61844,Al1Cr1Mn1Fe1Zn1Nb1,AlCrMnFeZnNb,0.757,1.1365389813964666,0.954211328204052,6.725938598090801
1955,61845,61845,Al1Cr1Mn1Fe1Zn1Mo1,AlCrMnFeZnMo,0.7743,1.0809916781848534,0.913215969632991,6.988334949352516
1956,61846,61846,Al1Cr1Mn1Fe1Zn1Tc1,AlCrMnFeZnTc,0.6271,1.1606669107928869,1.0431363429691711,7.140237938806331
1957,61847,61847,Al1Cr1Mn1Fe1Zn1Ru1,AlCrMnFeZnRu,0.7068,1.1728835703381877,1.039903961263252,7.255334169030674
1958,61849,61849,Al1Cr1Mn1Fe1Zn1Pd1,AlCrMnFeZnPd,0.7013,1.0690688851590708,0.9407514926364916,7.266231655883776
1959,61850,61850,Al1Cr1Mn1Fe1Zn1Ag1,AlCrMnFeZnAg,0.7183,1.1437036892204442,1.0406109336398028,7.089349962070586
1964,61899,61899,Al1Cr1Mn1Fe1Nb1Mo1,AlCrMnFeNbMo,0.7646,1.2331974211350658,0.9804685889391404,7.29142605076566
1965,61900,61900,Al1Cr1Mn1Fe1Nb1Tc1,AlCrMnFeNbTc,0.621,1.213350111755375,0.9978234142500229,7.442960254134275
1966,61901,61901,Al1Cr1Mn1Fe1Nb1Ru1,AlCrMnFeNbRu,0.6901,1.2992058901192678,1.085182183456498,7.556388203748515
1967,61903,61903,Al1Cr1Mn1Fe1Nb1Pd1,AlCrMnFeNbPd,0.6813,1.1926875203420877,0.9741031560507796,7.563050650772833
1968,61904,61904,Al1Cr1Mn1Fe1Nb1Ag1,AlCrMnFeNbAg,0.6966,1.2460820759360145,1.0584911764142135,7.383696327744874
1973,61916,61916,Al1Cr1Mn1Fe1Mo1Tc1,AlCrMnFeMoTc,0.6289,1.1549588975718303,0.955213921351274,7.730295324951455
1976,61920,61920,Al1Cr1Mn1Fe1Mo1Ag1,AlCrMnFeMoAg,0.7109,1.2110622116152234,1.0355702325962373,7.659525753528722
2002,62053,62053,Al1Cr1Mn1Co1Ni1Zn1,AlCrMnCoNiZn,0.7801,1.0323068971917444,0.9445075400758444,6.744756185589742
2003,62056,62056,Al1Cr1Mn1Co1Ni1Nb1,AlCrMnCoNiNb,0.763,1.1246804381107751,0.9497638579934794,7.07654422371287
2004,62058,62058,Al1Cr1Mn1Co1Ni1Tc1,AlCrMnCoNiTc,0.6281,1.0981988278107788,0.9912981928931612,7.535586785402597
2005,62059,62059,Al1Cr1Mn1Co1Ni1Ru1,AlCrMnCoNiRu,0.7287,1.0091215085753746,0.8718754214207153,7.661470974816752
2006,62062,62062,Al1Cr1Mn1Co1Ni1Ag1,AlCrMnCoNiAg,0.7214,1.1305583107970936,1.0291187381925724,7.467101307584479
2008,62077,62077,Al1Cr1Mn1Co1Cu1Nb1,AlCrMnCoCuNb,0.7538,1.0162072277373255,0.8407766619657402,7.097185915250916
2009,62079,62079,Al1Cr1Mn1Co1Cu1Tc1,AlCrMnCoCuTc,0.6203,1.0104339752344365,0.9011718993734704,7.551931944492939
2010,62083,62083,Al1Cr1Mn1Co1Cu1Ag1,AlCrMnCoCuAg,0.7227,1.0261571244842118,0.9231978856984656,7.4836226544059405
2011,62152,62152,Al1Cr1Mn1Co1Nb1Mo1,AlCrMnCoNbMo,0.7531,1.0441780471134725,0.8359941958417586,7.419757954051521
2012,62153,62153,Al1Cr1Mn1Co1Nb1Tc1,AlCrMnCoNbTc,0.6071,1.0341736842158835,0.8599232170066277,7.574717351676574
2013,62154,62154,Al1Cr1Mn1Co1Nb1Ru1,AlCrMnCoNbRu,0.6857,1.1022557324880062,0.9151472826471212,7.690178793724549
2014,62156,62156,Al1Cr1Mn1Co1Nb1Pd1,AlCrMnCoNbPd,0.6761,1.0121816397557577,0.8324767000524677,7.69516464865248
2015,62157,62157,Al1Cr1Mn1Co1Nb1Ag1,AlCrMnCoNbAg,0.6835,1.0628282907308453,0.9107090833876338,7.510516566390803
2018,62173,62173,Al1Cr1Mn1Co1Mo1Ag1,AlCrMnCoMoAg,0.7005,1.02523511270929,0.8818773951561597,7.792709473088756
2026,62308,62308,Al1Cr1Mn1Ni1Cu1Nb1,AlCrMnNiCuNb,0.7688,1.0023526356641692,0.8300417028193738,7.101005264411763
2027,62314,62314,Al1Cr1Mn1Ni1Cu1Ag1,AlCrMnNiCuAg,0.7394,1.0127785401153322,0.9114886564852752,7.487963454473356
2028,62383,62383,Al1Cr1Mn1Ni1Nb1Mo1,AlCrMnNiNbMo,0.7645,1.0299365237608276,0.8250580094682397,7.423789795732707
2029,62384,62384,Al1Cr1Mn1Ni1Nb1Tc1,AlCrMnNiNbTc,0.613,1.0208869384995425,0.8499423005939558,7.578996066380951
2030,62385,62385,Al1Cr1Mn1Ni1Nb1Ru1,AlCrMnNiNbRu,0.6925,1.086737169992334,0.9026644509017536,7.694626733525179
2031,62388,62388,Al1Cr1Mn1Ni1Nb1Ag1,AlCrMnNiNbAg,0.6975,1.0496316132794772,0.8997284617318021,7.514578614223241
2034,62404,62404,Al1Cr1Mn1Ni1Mo1Ag1,AlCrMnNiMoAg,0.7136,1.0119239410518974,0.8705652101444119,7.7972261940284335
2040,62538,62538,Al1Cr1Mn1Cu1Zn1Nb1,AlCrMnCuZnNb,0.7559999999999999,1.1368299364890206,0.9498484176641316,6.874758854202559
2041,62539,62539,Al1Cr1Mn1Cu1Zn1Mo1,AlCrMnCuZnMo,0.7718,1.0901238761590508,0.9198867375852426,7.1416162443165465
