,Unnamed: 0,old_ID,sys1,sys,sim,gamma_bcc,gamma_fcc,rho_gm3
0,0,0,Al1Sc1Ti1,AlScTi,0.7434,0.9390194875240796,0.8756676108818398,3.359381553986485
1,1,1,Al1Sc1V1,AlScV,0.5067,0.7246552022040476,0.6976660319096119,3.681932454801444
2,2,2,Al1Sc1Cr1,AlScCr,0.7033,0.7100796710332908,0.6926569284797587,3.831092998063314
3,3,3,Al1Sc1Mn1,AlScMn,0.677,0.7554171705810844,0.7345213006898961,3.914745775018588
4,4,4,Al1Sc1Fe1,AlScFe,0.7034,0.6957079417015585,0.6813167201056637,3.9722634456179775
5,5,5,Al1Sc1Co1,AlScCo,0.6472,0.6840655810243536,0.6740775735156294,4.130138245171103
6,6,6,Al1Sc1Ni1,AlScNi,0.6818,0.6832598163246894,0.6737284516862065,4.130423085638094
7,7,7,Al1Sc1Cu1,AlScCu,0.7201,0.7198913301987925,0.7031625331870585,4.211657827640448
8,8,8,Al1Sc1Zn1,AlScZn,0.6967,1.0756471920412838,1.0660199104130872,4.013150844999999
9,9,9,Al1Sc1Y1,AlScY,0.6632,0.8245778529840785,0.7980681593162446,3.579086849812332
10,10,10,Al1Sc1Zr1,AlScZr,0.77,1.0539853859890491,0.9677334856794748,4.17331291211094
11,11,11,Al1Sc1Nb1,AlScNb,0.7207,0.7742337234180067,0.7050151303739793,4.591287899261744
12,12,12,Al1Sc1Mo1,AlScMo,0.698,0.6774323996325405,0.643279953343926,4.881081751243432
13,13,13,Al1Sc1Tc1,AlScTc,0.4086,1.0796748129075782,0.9200917356317864,5.055486881648745
14,14,14,Al1Sc1Ru1,AlScRu,0.555,0.6766290882948701,0.6558674044827831,5.202760289782608
15,15,15,Al1Sc1Rh1,AlScRh,0.5294,0.618321430178845,0.6064296274805576,5.248450235009042
16,16,16,Al1Sc1Pd1,AlScPd,0.5253,0.7054807435060692,0.6749105144553355,5.258852007033747
17,17,17,Al1Sc1Ag1,AlScAg,0.6066,0.9601034241458909,0.9039496055883528,5.084793526337307
18,18,18,Al1Sc1Cd1,AlScCd,0.5633,0.8831462667109303,0.870463564631961,4.842063734113923
19,19,19,Al1Sc1La1,AlScLa,0.6581,0.7961825364188277,0.7720877981583212,4.424769256586599
20,20,20,Al1Sc1Hf1,AlScHf,0.7190000000000001,1.1079085142127365,1.0128158057208057,6.505627042190922
21,21,21,Al1Sc1Ta1,AlScTa,0.6688,0.7305186352637917,0.6622900661014112,7.031652408643215
22,22,22,Al1Sc1W1,AlScW,0.5422,0.6388226124034923,0.6059321169971552,7.384183791234781
23,23,23,Al1Sc1Re1,AlScRe,0.4955,0.6227717360823133,0.6027332357048443,7.611363907566607
26,26,26,Al1Sc1Pt1,AlScPt,0.4982,0.6677055982178225,0.6360681594625059,7.776414175368418
27,27,27,Al1Sc1Au1,AlScAu,0.5423,0.6688877931588121,0.6216719958509169,7.617417620068258
28,28,28,Al1Sc1Hg1,AlScHg,0.4874,0.9638382070510908,0.8783929203663859,6.833769909305136
29,29,29,Al1Ti1V1,AlTiV,0.5874,1.0438872569885211,1.027004785458141,4.350238834916666
30,30,30,Al1Ti1Cr1,AlTiCr,0.7803,0.9878695045019308,0.9895880578454518,4.547777539438443
31,31,31,Al1Ti1Mn1,AlTiMn,0.7479,1.094685763796984,1.054076616946186,4.643226913275861
32,32,32,Al1Ti1Fe1,AlTiFe,0.7864,0.9600722281766776,0.962721028535804,4.716332045130433
33,33,33,Al1Ti1Co1,AlTiCo,0.7394,0.9243426609014984,0.9321042757117972,4.913222959646016
34,34,34,Al1Ti1Ni1,AlTiNi,0.8,0.9213544544120562,0.9299192207963556,4.915290866430154
35,35,35,Al1Ti1Cu1,AlTiCu,0.8161,1.014255955491741,1.0131468230781489,4.994237697304347
36,36,36,Al1Ti1Zn1,AlTiZn,0.7541,1.2904849785672976,1.2399316303519592,4.7121330784615365
37,37,37,Al1Ti1Y1,AlTiY,0.6585,0.9003080828874026,0.8530873292268871,4.045123289821428
38,38,38,Al1Ti1Zr1,AlTiZr,0.8284,0.9677301935750374,0.8757108289909233,4.794441983930433
39,39,39,Al1Ti1Nb1,AlTiNb,0.8141,1.130095533542102,1.0419789626301446,5.334734959310344
40,40,40,Al1Ti1Mo1,AlTiMo,0.7836,0.993935121111192,0.9445985871779562,5.705073925070421
41,41,41,Al1Ti1Tc1,AlTiTc,0.4418,1.5895882673566508,1.330473562029339,5.928276323884297
42,42,42,Al1Ti1Ru1,AlTiRu,0.624,0.9546183551975432,0.9344075837010578,6.109304896987446
43,43,43,Al1Ti1Rh1,AlTiRh,0.6095,0.8612444653313976,0.8466985852179296,6.160160836659706
44,44,44,Al1Ti1Pd1,AlTiPd,0.6273,1.0344892870616915,0.9992820211877904,6.153492312392636
45,45,45,Al1Ti1Ag1,AlTiAg,0.7154,1.3079941573404656,1.2739800732994782,5.9124714634697835
46,46,46,Al1Ti1Cd1,AlTiCd,0.589,1.0190008664561114,0.946842290221098,5.570803478064515
47,47,47,Al1Ti1La1,AlTiLa,0.6761,0.9048377988167238,0.8612813040124823,4.948837577071129
48,48,48,Al1Ti1Hf1,AlTiHf,0.7579,1.0024348494568152,0.8928922846711017,7.443220780106193
56,56,56,Al1Ti1Hg1,AlTiHg,0.5185,0.9407945960567192,0.8876963893972151,7.775985953673467
57,57,57,Al1V1Cr1,AlVCr,0.5435,1.0591898606915369,0.9934135784450676,5.074488707670587
58,58,58,Al1V1Mn1,AlVMn,0.5236,1.2112913400591294,1.1171713843739577,5.1772159337089185
59,59,59,Al1V1Fe1,AlVFe,0.5387,1.000871738004348,0.9375259965540916,5.261965499431278
60,60,60,Al1V1Co1,AlVCo,0.5047,0.9197266470207708,0.8659851763120069,5.487472168502414
61,61,61,Al1V1Ni1,AlVNi,0.5446,0.9133552577560056,0.8604433322348974,5.491120776658594
62,62,62,Al1V1Cu1,AlVCu,0.5485,1.099481866765188,1.0289393935665396,5.564895831184834
63,63,63,Al1V1Zn1,AlVZn,0.5289,0.9351405303085074,0.8867282309725228,5.216733422719297
64,64,64,Al1V1Y1,AlVY,0.4573,0.7251524021259219,0.6986513325402587,4.368075001198737
65,65,65,Al1V1Zr1,AlVZr,0.5547,0.7281666746308172,0.6953612650565968,5.228753893407821
66,66,66,Al1V1Nb1,AlVNb,0.5516,1.130008161729825,0.94723059593805,5.859025513966941
67,67,67,Al1V1Mo1,AlVMo,0.5474,1.2477410620999303,1.1200610687118375,6.288580480958605
68,68,68,Al1V1Tc1,AlVTc,0.2955,1.0753537139651608,0.9491823449329516,6.547808163139012
69,69,69,Al1V1Ru1,AlVRu,0.4047,1.0648133187428197,0.9863085905212412,6.752919183545454
70,70,70,Al1V1Rh1,AlVRh,0.3956,0.8314507007454527,0.7643916079446069,6.806697824852607
71,71,71,Al1V1Pd1,AlVPd,0.3948,1.1868352467429528,1.1141627347236591,6.785131797694013
72,72,72,Al1V1Ag1,AlVAg,0.4618,1.086238044551496,1.061596497912796,6.492914864757894
73,73,73,Al1V1Cd1,AlVCd,0.4162,0.7511637662408156,0.7248236403441388,6.076048155307691
74,74,74,Al1V1La1,AlVLa,0.4563,0.7397785368865047,0.7131338093225049,5.30096206592047
84,84,84,Al1Cr1Mn1,AlCrMn,0.7624,1.0011611283970672,0.9380725625766884,5.435208674229828
85,85,85,Al1Cr1Fe1,AlCrFe,0.775,1.1168102268843294,1.0551211777759035,5.5260637055802455
86,86,86,Al1Cr1Co1,AlCrCo,0.7277,0.9975284404025604,0.944896858707258,5.766548709722921
87,87,87,Al1Cr1Ni1,AlCrNi,0.7749,0.9887730105572629,0.9371682708196972,5.771058688787877
88,88,88,Al1Cr1Cu1,AlCrCu,0.7882,1.0761751611525174,1.0221879870670896,5.841709631506172
89,89,89,Al1Cr1Zn1,AlCrZn,0.7644,0.8873671262194963,0.863103402592278,5.458625969840544
90,90,90,Al1Cr1Y1,AlCrY,0.6165,0.7121369144933521,0.6918535574623519,4.516800503662885
91,91,91,Al1Cr1Zr1,AlCrZr,0.768,0.7144921972608576,0.6965377222270467,5.433360001461538
92,92,92,Al1Cr1Nb1,AlCrNb,0.7501,0.9935627632839732,0.8431803779290045,6.109795950235545
93,93,93,Al1Cr1Mo1,AlCrMo,0.7533,0.994114246868162,0.8715229468956006,6.570056110316742
94,94,94,Al1Cr1Tc1,AlCrTc,0.4197,0.992983975925266,0.9242367729038974,6.848085782657342
95,95,95,Al1Cr1Ru1,AlCrRu,0.5745,1.179914112733212,1.08572647371551,7.065699292576832
96,96,96,Al1Cr1Rh1,AlCrRh,0.5575,0.8295688694266278,0.7326277557125956,7.120896464056603
97,97,97,Al1Cr1Pd1,AlCrPd,0.5734,0.9743848512034,0.9046128541597166,7.09124608470046
98,98,98,Al1Cr1Ag1,AlCrAg,0.6392,1.015350819246288,0.9713823815544584,6.772141748384278
99,99,99,Al1Cr1Cd1,AlCrCd,0.6487,0.7333129937406617,0.7168296957518676,6.316205568111331
100,100,100,Al1Cr1La1,AlCrLa,0.6611,0.7274728545021008,0.7058068006012871,5.463534143141993
110,110,110,Al1Mn1Fe1,AlMnFe,0.7775,0.9418527960411924,0.8822535794036135,5.632739132413792
111,111,111,Al1Mn1Co1,AlMnCo,0.7292,0.8677494385370133,0.8208973906565956,5.874764132562813
112,112,112,Al1Mn1Ni1,AlMnNi,0.7543,0.8622902460184039,0.8167856490381703,5.87953533440806
113,113,113,Al1Mn1Cu1,AlMnCu,0.763,1.0501838334810818,0.9907268232738856,5.947607605320196
114,114,114,Al1Mn1Zn1,AlMnZn,0.7486,0.9448937271235586,0.9170555676899496,5.557211563090908
115,115,115,Al1Mn1Y1,AlMnY,0.6137,0.7690366817080011,0.7464750869752329,4.588514883106795
116,116,116,Al1Mn1Zr1,AlMnZr,0.7381,0.7603119093098863,0.7401347850963403,5.516666963071017
117,117,117,Al1Mn1Nb1,AlMnNb,0.7133,0.9948210605727916,0.7538310650697297,6.20109187128205
118,118,118,Al1Mn1Mo1,AlMnMo,0.7197,1.1050777708678363,0.9296686086140382,6.665465209390518
119,119,119,Al1Mn1Tc1,AlMnTc,0.4237,1.1404155551205926,1.0569091324094138,6.9457327622325575
120,120,120,Al1Mn1Ru1,AlMnRu,0.5877,0.957032302778304,0.8589262775807534,7.164214829622641
121,121,121,Al1Mn1Rh1,AlMnRh,0.5595,0.6912141037801004,0.6011094733304939,7.219050324141176
122,122,122,Al1Mn1Pd1,AlMnPd,0.5716,1.102410723871558,1.0153168045950391,7.1872116959999985
123,123,123,Al1Mn1Ag1,AlMnAg,0.6176,1.0670849282120412,0.9995910184900876,6.863784766361653
124,124,124,Al1Mn1Cd1,AlMnCd,0.6108,0.7678697030325282,0.7454559635417204,6.400570809047617
125,125,125,Al1Mn1La1,AlMnLa,0.6573,0.7897099543637838,0.7654700137274956,5.528953076561084
135,135,135,Al1Fe1Co1,AlFeCo,0.7565,1.0113929510227444,0.9654111037356644,5.972618217664974
136,136,136,Al1Fe1Ni1,AlFeNi,0.7873,1.0019626128193269,0.956825112873332,5.977686973944019
137,137,137,Al1Fe1Cu1,AlFeCu,0.7983,1.0053754503359813,0.9517310223095452,6.044239156119401
138,138,138,Al1Fe1Zn1,AlFeZn,0.7591,0.863862056000271,0.844595025317146,5.642726010917429
139,139,139,Al1Fe1Y1,AlFeY,0.6307,0.6979172044060008,0.6796305618743363,4.642927769967426
140,140,140,Al1Fe1Zr1,AlFeZr,0.757,0.6991527078876688,0.6848795541301865,5.588469904758219
141,141,141,Al1Fe1Nb1,AlFeNb,0.7311,0.9748244157549332,0.8377680751339137,6.286996656810342
142,142,142,Al1Fe1Mo1,AlFeMo,0.7476,0.948061832762582,0.832722326934517,6.760493259134396
143,143,143,Al1Fe1Tc1,AlFeTc,0.4454,0.9557433418008486,0.8957142282904579,7.046292349201876
144,144,144,Al1Fe1Ru1,AlFeRu,0.6201,1.1143593225541537,1.0452018142537736,7.268291763714284
145,145,145,Al1Fe1Rh1,AlFeRh,0.5848,0.839096639358357,0.7431146095725866,7.323401046935866
146,146,146,Al1Fe1Pd1,AlFePd,0.6137,0.928460613558868,0.8624376890336792,7.288845802227375
147,147,147,Al1Fe1Ag1,AlFeAg,0.6623,0.9872932638173972,0.9532061637317444,6.957214639032964
148,148,148,Al1Fe1Cd1,AlFeCd,0.6115,0.7189319939694405,0.7061803001995528,6.481886281519998
149,149,149,Al1Fe1La1,AlFeLa,0.6656,0.7129581437778227,0.6930030302883351,5.585358638482548
159,159,159,Al1Co1Ni1,AlCoNi,0.7817,1.0937134056569284,1.0485476834016176,6.235051994181817
160,160,160,Al1Co1Cu1,AlCoCu,0.7623,0.910821373143812,0.8667500784636799,6.297076593299491
161,161,161,Al1Co1Zn1,AlCoZn,0.7097,0.8401883119655266,0.8296570510485491,5.867973312523363
162,162,162,Al1Co1Y1,AlCoY,0.5882,0.6847314742433829,0.6695865916868621,4.788814666270627
163,163,163,Al1Co1Zr1,AlCoZr,0.7244,0.6879575875601701,0.679598915583272,5.777019602671905
164,164,164,Al1Co1Nb1,AlCoNb,0.6951,0.9389544037825432,0.8239539959489561,6.509715977543857
165,165,165,Al1Co1Mo1,AlCoMo,0.7256,0.8809812614534727,0.779264783108639,7.004920134013921
166,166,166,Al1Co1Tc1,AlCoTc,0.4115,0.9108253471847654,0.8702537558011858,7.303790855885166
167,167,167,Al1Co1Ru1,AlCoRu,0.6338,0.9961297824488362,0.9321267380613972,7.533850916893202
168,168,168,Al1Co1Rh1,AlCoRh,0.5901,0.9051021443570108,0.7906328224237039,7.589384691912832
169,169,169,Al1Co1Pd1,AlCoPd,0.6229,0.8665087173573943,0.8088999157903783,7.547887890685578
170,170,170,Al1Co1Ag1,AlCoAg,0.6319,0.9482984853715763,0.9243646879892928,7.196413194093958
171,171,171,Al1Co1Cd1,AlCoCd,0.5661,0.7079325945335383,0.6998070583680182,6.6914780035772345
172,172,172,Al1Co1La1,AlCoLa,0.6406,0.698999530367115,0.6817242985799793,5.7327425188325645
182,182,182,Al1Ni1Cu1,AlNiCu,0.8220000000000001,0.9038910165561842,0.8609525810709427,6.302970943409668
183,183,183,Al1Ni1Zn1,AlNiZn,0.7556,0.8379190624040888,0.828328908061989,5.872393397564401
184,184,184,Al1Ni1Y1,AlNiY,0.6221,0.6840525192052331,0.6692311505556,4.790150563239669
185,185,185,Al1Ni1Zr1,AlNiZr,0.77,0.6870951051246226,0.6793624322443821,5.780555867637794
186,186,186,Al1Ni1Nb1,AlNiNb,0.7416,0.9347608795767868,0.8209552341644878,6.5152744807912075
187,187,187,Al1Ni1Mo1,AlNiMo,0.7674,0.8749426988611164,0.7738438007909059,7.011953443627906
188,188,188,Al1Ni1Tc1,AlNiTc,0.4256,0.9074854079935814,0.8688001752455934,7.311760145707433
189,189,189,Al1Ni1Ru1,AlNiRu,0.6522,0.9869395273920152,0.9233018735146368,7.542496303552311
190,190,190,Al1Ni1Rh1,AlNiRh,0.6197,0.9089453034431776,0.7922133839828547,7.598143885339805
191,191,191,Al1Ni1Pd1,AlNiPd,0.6597,0.8611926002333773,0.8041358259827955,7.556341186635069
192,192,192,Al1Ni1Ag1,AlNiAg,0.687,0.9449190166099096,0.9212534507829098,7.20362354430493
193,193,193,Al1Ni1Cd1,AlNiCd,0.6038,0.7069765059552077,0.6993170345413147,6.696999146150711
194,194,194,Al1Ni1La1,AlNiLa,0.6684,0.6983638254558397,0.6813570401306055,5.735438127323077
204,204,204,Al1Cu1Zn1,AlCuZn,0.8006,0.8915598363033866,0.8698006814566343,5.935929221926605
205,205,205,Al1Cu1Y1,AlCuY,0.6358,0.7301109487328038,0.7101408681572333,4.851130701563516
206,206,206,Al1Cu1Zr1,AlCuZr,0.7822,0.722021640631044,0.7057354322707698,5.835736055628625
207,207,207,Al1Cu1Nb1,AlCuNb,0.7532,0.9692979826338284,0.7829520707758673,6.562506570603447
208,208,208,Al1Cu1Mo1,AlCuMo,0.7626,0.9951471782741644,0.8460861377337483,7.051692803553529
209,209,209,Al1Cu1Tc1,AlCuTc,0.4444,1.0326251461126608,0.9633456592357352,7.346378264694835
210,210,210,Al1Cu1Ru1,AlCuRu,0.6487,1.040736123283006,0.9488610527600834,7.572664620857141
211,211,211,Al1Cu1Rh1,AlCuRh,0.6106,0.7294892039107693,0.6356638910969379,7.62705092817102
212,212,212,Al1Cu1Pd1,AlCuPd,0.6628,0.9867414588119796,0.9064284390866102,7.585450442598606
213,213,213,Al1Cu1Ag1,AlCuAg,0.7509999999999999,1.017283413001172,0.9636165543693824,7.2381741994725255
214,214,214,Al1Cu1Cd1,AlCuCd,0.6568,0.7364317795209315,0.7202638088464172,6.737559481519997
215,215,215,Al1Cu1La1,AlCuLa,0.6709,0.7488274054084437,0.727112577974271,5.779344374446128
225,225,225,Al1Zn1Y1,AlZnY,0.6249,1.0522619174975214,1.027843344753285,4.643578164753086
226,226,226,Al1Zn1Zr1,AlZnZr,0.7418,1.2269337226625618,1.2259562106990902,5.530889184682394
227,227,227,Al1Zn1Nb1,AlZnNb,0.6944,1.2200652005852517,0.8856908729516711,6.175597286666664
228,228,228,Al1Zn1Mo1,AlZnMo,0.7218,0.9017154455855744,0.8099579086180306,6.609170276448201
229,229,229,Al1Zn1Tc1,AlZnTc,0.4052,1.3557426496414446,1.3190067484831265,6.869568566869564
230,230,230,Al1Zn1Ru1,AlZnRu,0.5754,0.8666746842702535,0.8272218608479955,7.072606917973567
231,231,231,Al1Zn1Rh1,AlZnRh,0.5482,0.7770879053333252,0.7503896824168894,7.124028221450549
232,232,232,Al1Zn1Pd1,AlZnPd,0.5794,0.9259229471827556,0.8566542113022143,7.096287184430106
233,233,233,Al1Zn1Ag1,AlZnAg,0.66,1.3524548579433449,1.291578193293574,6.797164950429446
234,234,234,Al1Zn1Cd1,AlZnCd,0.6886,1.0868374054698644,1.042833503689415,6.3655882785767774
235,235,235,Al1Zn1La1,AlZnLa,0.6512,1.0624586409410488,1.02109281535638,5.539729210331889
245,245,245,Al1Y1Zr1,AlYZr,0.6784,0.9429802144222044,0.9092067525212968,4.7161166677091915
246,246,246,Al1Y1Nb1,AlYNb,0.6505,0.7578407755192271,0.7088394002330342,5.1271842585207095
247,247,247,Al1Y1Mo1,AlYMo,0.632,0.6733108116337366,0.6429787680175704,5.401945700092167
248,248,248,Al1Y1Tc1,AlYTc,0.3725,0.9358538949476398,0.8421629498470945,5.565095063887147
249,249,249,Al1Y1Ru1,AlYRu,0.4972,0.671360551133824,0.6490926775151652,5.6985643208227845
250,250,250,Al1Y1Rh1,AlYRh,0.4814,0.6096605789504165,0.5935627761686152,5.737696604676146
251,251,251,Al1Y1Pd1,AlYPd,0.4712,0.7064667036879316,0.6778050876487429,5.739195413312596
252,252,252,Al1Y1Ag1,AlYAg,0.5404,0.9258955694645948,0.882959364529044,5.568729791244378
253,253,253,Al1Y1Cd1,AlYCd,0.4866,0.7234167089726863,0.70009450693412,5.32268714994382
254,254,254,Al1Y1La1,AlYLa,0.6093,0.7885558125621757,0.7757721932603239,4.8559832982319175
255,255,255,Al1Y1Hf1,AlYHf,0.6308,1.061229765711679,1.0019291751365291,6.796473784089012
256,256,256,Al1Y1Ta1,AlYTa,0.607,0.7196745048146455,0.671619578884719,7.2783832477991135
257,257,257,Al1Y1W1,AlYW,0.5083,0.6348946127579776,0.6057975925240418,7.596144504977098
258,258,258,Al1Y1Re1,AlYRe,0.4273,0.6149906413823218,0.5937457676686324,7.799015319999999
262,262,262,Al1Y1Au1,AlYAu,0.4756,0.6784262676158679,0.6409102905254208,7.797861405645644
263,263,263,Al1Y1Hg1,AlYHg,0.4095,0.6771031216313379,0.6735989534129004,7.0802219012938
264,264,264,Al1Zr1Nb1,AlZrNb,0.7945,0.7700692715487452,0.6683757191202535,6.052604229291881
265,265,265,Al1Zr1Mo1,AlZrMo,0.7719,0.6768097839824162,0.6327557762752617,6.417234550108302
266,266,266,Al1Zr1Tc1,AlZrTc,0.4483,1.2060867981067305,0.905002796894239,6.634033162218114
267,267,267,Al1Zr1Ru1,AlZrRu,0.6207,0.6803851153788076,0.6559769590841475,6.803689608897193
268,268,268,Al1Zr1Rh1,AlZrRh,0.5978,0.6231909179215014,0.6100562537524733,6.847841867089551
269,269,269,Al1Zr1Pd1,AlZrPd,0.6094,0.7047470817195536,0.6652584069221124,6.829274616776555
270,270,270,Al1Zr1Ag1,AlZrAg,0.6664,1.002714805175558,0.9250230847286052,6.583901860982455
271,271,271,Al1Zr1Cd1,AlZrCd,0.585,1.0959739608283434,0.8813123818166118,6.224771610991869
272,272,272,Al1Zr1La1,AlZrLa,0.7043,0.9516652952327416,0.9206388208829106,5.514267109509043
282,282,282,Al1Nb1Mo1,AlNbMo,0.7579,0.9978224699893552,0.95258093966238,7.151847203113772
283,283,283,Al1Nb1Tc1,AlNbTc,0.4595,1.2217601140100272,0.5332684768946023,7.411761165491803
284,284,284,Al1Nb1Ru1,AlNbRu,0.5762,1.0015359391611371,0.9788735615422252,7.609754043070538
285,285,285,Al1Nb1Rh1,AlNbRh,0.5605,0.859354607483683,0.8493080538700262,7.657082295569356
286,286,286,Al1Nb1Pd1,AlNbPd,0.5641,1.105975017203721,1.0700409119508936,7.620104358539551
287,287,287,Al1Nb1Ag1,AlNbAg,0.6361,1.2686795027236022,1.241230790485602,7.312865703597677
288,288,288,Al1Nb1Cd1,AlNbCd,0.5453,0.8379112141772198,0.7571232952051015,6.861498307402132
289,289,289,Al1Nb1La1,AlNbLa,0.6569,0.7669835442253159,0.7234739982249607,5.958349862357835
303,303,303,Al1Mo1Ag1,AlMoAg,0.6484,1.0665671886378063,1.0211219838591017,7.787483050325202
304,304,304,Al1Mo1Cd1,AlMoCd,0.5876,0.7119807727056155,0.6774765473434472,7.275329871061452
305,305,305,Al1Mo1La1,AlMoLa,0.6467,0.684503455682428,0.6552763046510213,6.245201641896551
319,319,319,Al1Tc1Cd1,AlTcCd,0.3311,1.2915430531110201,1.086002708806335,7.520450650305341
320,320,320,Al1Tc1La1,AlTcLa,0.3798,0.9181221841723718,0.8427574061686286,6.413652039180087
333,333,333,Al1Ru1Cd1,AlRuCd,0.4426,0.7080378113337014,0.6891739014122189,7.705942356679534
334,334,334,Al1Ru1La1,AlRuLa,0.5279,0.6826216919668232,0.6597444436121327,6.545770077932051
346,346,346,Al1Rh1Cd1,AlRhCd,0.4244,0.6515867050267241,0.6429582359035616,7.749802390674374
347,347,347,Al1Rh1La1,AlRhLa,0.5183,0.6175805940458821,0.5999138362084102,6.581055520294984
358,358,358,Al1Pd1Cd1,AlPdCd,0.4558,0.7340420581738405,0.7045441408224344,7.713588167788277
359,359,359,Al1Pd1La1,AlPdLa,0.5125,0.7204023612327003,0.6922277247514359,6.570198172616277
369,369,369,Al1Ag1Cd1,AlAgCd,0.534,1.029553698973199,0.9614664894677456,7.42229341909584
370,370,370,Al1Ag1La1,AlAgLa,0.5662,0.9321013349456749,0.8911244345153466,6.3824950319662905
380,380,380,Al1Cd1La1,AlCdLa,0.5211,0.7244024586738843,0.7031902968818678,6.1027040194980176
390,390,390,Al1La1Hf1,AlLaHf,0.6548,1.047265650972476,0.9743588244681091,7.4825370978534025
398,398,398,Al1La1Hg1,AlLaHg,0.4594,0.6416605553141973,0.6349370644440574,7.730010600711562
435,435,435,Sc1Ti1V1,ScTiV,0.5146,0.8112705101342997,0.7812441855623826,4.23136389929078
436,436,436,Sc1Ti1Cr1,ScTiCr,0.6922,0.7803805444607823,0.7574858862279821,4.394873124680072
437,437,437,Sc1Ti1Mn1,ScTiMn,0.6599,0.8472905038686069,0.819097431916343,4.475970595255474
438,438,438,Sc1Ti1Fe1,ScTiFe,0.6867,0.7613438588936922,0.741326491701184,4.536557608823529
439,439,439,Sc1Ti1Co1,ScTiCo,0.6475,0.7419631246455809,0.7259674828733359,4.699909283955223
440,440,440,Sc1Ti1Ni1,ScTiNi,0.6737,0.7406293620815797,0.7249880258636149,4.701253792897195
441,441,441,Sc1Ti1Cu1,ScTiCu,0.6879,0.7973113701393928,0.7733733945654943,4.771551358823529
442,442,442,Sc1Ti1Zn1,ScTiZn,0.6565,0.9317799366675924,0.8505311966783492,4.543543839446365
443,443,443,Sc1Ti1Y1,ScTiY,0.6395,0.7720748871989825,0.7494808438708721,3.9903405412698403
444,444,444,Sc1Ti1Zr1,ScTiZr,0.7713,0.9847322417023684,0.9213316096199882,4.636083064036418
445,445,445,Sc1Ti1Nb1,ScTiNb,0.7358,0.9278845401442288,0.8669309230345353,5.087634071287128
446,446,446,Sc1Ti1Mo1,ScTiMo,0.7046,0.7597335233699353,0.7262775626137352,5.393797485714285
447,447,447,Sc1Ti1Tc1,ScTiTc,0.4147,0.8847343502991079,0.7225149860974688,5.576866794366197
448,448,448,Sc1Ti1Ru1,ScTiRu,0.5670000000000001,0.7428514785085732,0.7201035795187424,5.727086012811386
449,449,449,Sc1Ti1Rh1,ScTiRh,0.5557,0.6669173644080708,0.6551767539249793,5.771033106927176
450,450,450,Sc1Ti1Pd1,ScTiPd,0.5351,0.7960818419869063,0.7639107100171505,5.77213322722513
451,451,451,Sc1Ti1Ag1,ScTiAg,0.6006,1.073499957922469,1.028578162950455,5.580355878056951
452,452,452,Sc1Ti1Cd1,ScTiCd,0.5182,0.8312479674737234,0.8067225244917436,5.306671244859813
453,453,453,Sc1Ti1La1,ScTiLa,0.6419,0.7395046518316033,0.7196561408097493,4.802360975280899
454,454,454,Sc1Ti1Hf1,ScTiHf,0.7212,1.0107014286208362,0.9380240716454304,6.939590661325115
455,455,455,Sc1Ti1Ta1,ScTiTa,0.6896,0.8658141075792986,0.8051389745189717,7.486977178253706
462,462,462,Sc1Ti1Hg1,ScTiHg,0.4627,0.9666680280474712,0.9082254205657428,7.247997528571428
463,463,463,Sc1V1Cr1,ScVCr,0.5044,0.9866870318403403,0.9549383462436088,4.823246167387033
464,464,464,Sc1V1Mn1,ScVMn,0.4845,0.9929438343022611,0.9376461335808732,4.9095462474509795
465,465,465,Sc1V1Fe1,ScVFe,0.488,0.9446690672140932,0.913393445440692,4.978110749407114
466,466,466,Sc1V1Co1,ScVCo,0.4618,0.8932932709233988,0.8649244131104281,5.161020233333334
467,467,467,Sc1V1Ni1,ScVNi,0.4674,0.8901084267411832,0.8621005149207861,5.1633953303822935
468,468,468,Sc1V1Cu1,ScVCu,0.4693,1.0422880359446158,1.013896598977051,5.2307522513833975
469,469,469,Sc1V1Zn1,ScVZn,0.4803,0.7090793178378325,0.6738946390920144,4.957787109629628
470,470,470,Sc1V1Y1,ScVY,0.4874,0.705767300456173,0.7031831597824632,4.272610235654596
471,471,471,Sc1V1Zr1,ScVZr,0.5467,0.8360106808742598,0.8113498376344622,5.001957228985506
472,472,472,Sc1V1Nb1,ScVNb,0.5223,0.9129079995969076,0.8750076654417762,5.51785730140845
473,473,473,Sc1V1Mo1,ScVMo,0.5173,0.9636372434777242,0.906863385760327,5.865254215837937
474,474,474,Sc1V1Tc1,ScVTc,0.3175,0.6945106773174035,0.631665530932962,6.073013281509434
475,475,475,Sc1V1Ru1,ScVRu,0.3967,0.902715524686007,0.8616245438792053,6.239807326717555
476,476,476,Sc1V1Rh1,ScVRh,0.3908,0.727190652083033,0.6919392017686551,6.285958741333333
477,477,477,Sc1V1Pd1,ScVPd,0.3517,1.0578814383010933,1.0094437403936514,6.277512222803736
478,478,478,Sc1V1Ag1,ScVAg,0.3961,0.7753912599829123,0.7493119276000008,6.0510002847942745
479,479,479,Sc1V1Cd1,ScVCd,0.3945,0.7623248082070253,0.7659212854657951,5.725032515231788
480,480,480,Sc1V1La1,ScVLa,0.4711,0.6771987930050183,0.6733234931437602,5.108424431454784
481,481,481,Sc1V1Hf1,ScVHf,0.5313,0.8230387729762457,0.7893887011243084,7.4547152851063805
