AtomicWeight,BoilingPoint,BulkModulus,el_neg,CovalentRadius,CrustAbundance,Density,FusionHeat,MeltingPoint,MolarVolume,NeutronCrossSection,SpecificHeat,ThermalConductivity,Valence,VaporizationHeat,TM_sim,label
213.3295212,4621,54.3,1.306,202.4,8.00E-06,10850.1,11.23,1729.1,32.08892026,9.38,162.9,50.2,3.9,508.8,0.493804178,1
213.7596125,4422.5,50.175,1.275,203,4.73E-06,10847.75,10.725,1651.5,32.68243355,11.3,134,43.25,3.75,471.25,0.445453672,1
195.481525,4025,46.35,1.25,200,3.47E-06,9971.5,10.75,1553,32.48828904,15.2,150,32.5,3.5,412.5,0.445453672,1
92.05621,4296.65,91.545,1.36,173.5,0.000123504,6709.95,20.515,1810.339,22.99,3.3548,275.85,43.35,3.85,563.75,0.572089461,1
44.49173158,2625.4,134.8,1.645,133.6,0.024398,5843,17.56,1532.996,13.45,2.2399,584.8,136.3,5.1,325.2,0.739368762,1
48.24391579,2648.2,147.4,1.6525,136.3,0.012269,6516.5,19.03,1719.998,12.775,2.66995,516.4,115.15,5.55,332.1,0.739368762,1
52.95865386,2826.8,160.6,1.808,130.9,0.0648,7356.6,13.49,1450.232,12.28,2.3273,494.5,94.6,3,341.6,0.756965049,1
50.07230772,2792.6,151.2,1.786,129.8,0.0666,6839.2,13.18,1362.464,12.76,2.0946,540,110.2,3,336.2,0.756965049,1
163.3391539,4394.6,106.6,1.331,169.6,0.00810297,12249,24.02,2075.732,21.73,93.6233,220,44.2,3.9,596.3,0.685787767,1
45.77845386,3210.2,106.6,1.547,156.1,0.01404,4326.3,17.9,1567.232,17.5,5.5133,558.4,43.3,3.9,411.8,0.850184676,1
43.68990772,3133.4,103.2,1.554,152.2,0.02148,4145.6,17.1,1466.464,17.4,4.9266,596.8,64.6,3.8,398.6,0.850184676,1
41.35751544,3051.8,126.4,1.622,140.2,0.032514,4746,17.96,1410.128,14.92,3.1292,655,112.6,4.2,389,0.4215573,1
46.14950772,3229.4,143.2,1.626,146.6,0.016352,5428,20.38,1660.064,14.36,4.0946,572,71.8,4.6,421,0.4215573,1
168.1541539,5251.4,286.6,2.285,157.9,0.00810099,17595,32.57,3145.832,15.97,16.5833,209.2,176.5,5.7,749.3,0.497996849,1
103.3123989,4555.2,175,1.694,161.2,1.53E-05,9643,25.37,2335.718,17.9,10.905,251.41,80.6,5,654,0.492935614,1
181.7488145,5327.9,201,1.552,168.3,1.62E-06,16782.5,34.825,2919.359,18.045,24.41,139.455,70.15,5,715.7,0.555877216,1
55.32197845,3265.45,115.5,1.59,158.8,0.00627,5246.65,18.39,1637.809,17.57,10.73,500.455,36.9,4.05,420.25,0.597451078,1
62.62350552,3362.92,164.8,1.7028,151.64,0.0001748,7165.2,21.976,1842.3344,14.056,12.5512,460.208,54.12,5,443.16,0.335581089,1
101.7982569,4253.7,103.99,1.451,171.1,0.000117,7789.9,20.15,1775.918,22.67,10.0356,263.11,52.7,4.1,555,0.499769521,1
113.01475,1773.5,11.45,0.9175,205.25,0.012755,3020,8.135,755.75,59.5,1.0825,311.5,63.5,2,143.75,0.78028723,1
88.7025,1677,13.3,0.945,195.5,0.02517,2530,8.27,784.5,54,0.865,418,109,2,147.5,0.78028723,1
64.39025,1580.5,15.15,0.9725,185.75,0.037585,2040,8.405,813.25,48.5,0.6475,524.5,154.5,2,151.25,0.78028723,1
140.98625,1784.25,9.275,0.9675,210.75,0.00025545,3943.5,8.325,750.75,60.775,1143.475,199.25,17,2.25,148.75,0.681968079,1
144.6455,1698.5,8.95,1.045,206.5,0.0001709,4377,8.65,774.5,56.55,2285.65,193.5,16,2.5,157.5,0.681968079,1
148.30475,1612.75,8.625,1.1225,202.25,8.64E-05,4810.5,8.975,798.25,52.325,3427.825,187.75,15,2.75,166.25,0.681968079,1
124.90025,1748,17.45,0.905,210,0.000345,3290,8,739.5,62.575,1.275,228.75,22.25,2,139.25,0.847890915,1
112.4735,1626,25.3,0.92,205,0.00035,3070,8,752,60.15,1.25,252.5,26.5,2,138.5,0.847890915,1
100.04675,1504,33.15,0.935,200,0.000355,2850,8,764.5,57.725,1.225,276.25,30.75,2,137.75,0.847890915,1
146.25875,1701.5,14.95,0.9425,208,0.0002557,4275,7.925,750,59.7,9.725,192.25,23.25,2.25,145,0.623240511,1
155.1905,1533,20.3,0.995,201,0.0001714,5040,7.85,773,54.4,18.15,179.5,28.5,2.5,150,0.623240511,1
164.12225,1364.5,25.65,1.0475,194,8.71E-05,5805,7.775,796,49.1,26.575,166.75,33.75,2.75,155,0.623240511,1
140.98625,1784.25,9.275,0.9675,210.75,0.00025545,3943.5,8.325,750.75,60.775,1143.475,199.25,17,2.25,148.75,0.681968079,1
144.6455,1698.5,8.95,1.045,206.5,0.0001709,4377,8.65,774.5,56.55,2285.65,193.5,16,2.5,157.5,0.681968079,1
148.30475,1612.75,8.625,1.1225,202.25,8.64E-05,4810.5,8.975,798.25,52.325,3427.825,187.75,15,2.75,166.25,0.681968079,1
180.3434436,5493.3,306.4,2.3442,160.68,1.12E-06,18901.96,34.459,3379.3,15.7438,18.032184,165.76,170.4,5.92,789.94,0.4169213,1
51.9635,1458.5,23,0.9875,180.75,0.03759,1820,8.405,825.75,46.075,0.6225,548.25,158.75,2,150.5,0.831804154,1
63.849,1433,29,0.975,185.5,0.02518,2090,8.27,809.5,49.15,0.815,465.5,117.5,2,146,0.831804154,1
75.7345,1407.5,35,0.9625,190.25,0.01277,2360,8.135,793.25,52.225,1.0075,382.75,76.25,2,141.5,0.831804154,1
60.0244,1440.8,19.1,1.015,177.65,0.04250042,2303,8.414,838.55,43.12,5.6155,559.45,175.85,2.15,155.75,0.519364503,1
79.9708,1397.6,21.2,1.03,179.3,0.03500084,3056,8.288,835.1,43.24,10.801,487.9,151.7,2.3,156.5,0.519364503,1
52.6898095,2696.6,162,1.682,137.7,0.000129,7361,20.07,1865.8,11.99,6.51,445.3,94.6,5.8,342.6,0.782996356,1
52.958325,2718.5,162.5,1.7025,137.25,0.015855,7361,18.825,1814.75,12.025,2.965,448.25,90.25,5.25,341,0.828561196,1
53.92055,2766,165,1.745,135.5,0.03157,7532,17.15,1722.5,11.95,2.83,448.5,86.5,4.5,343,0.828561196,1
54.882775,2813.5,167.5,1.7875,133.75,0.047285,7703,15.475,1630.25,11.875,2.695,448.75,82.75,3.75,345,0.828561196,1
59.007145,2758.85,168,1.687,139.1,0.000133,7960.5,20.775,1934.95,12.205,24.195,432.15,96.8,6,350.05,0.50162985,1
52.73158625,2518.5,150,1.6325,139,0.00038,7260,18.675,1741.75,12.125,5.65,455.75,72.425,5.5,309.25,0.847924839,1
53.4670725,2366,140,1.605,139,0.00062,7330,16.85,1576.5,12.15,8.2,463.5,50.85,5,279.5,0.847924839,1
62.987075,3163,177.5,1.785,142.75,0.000105275,7962.5,24.375,2086,12.95,2.975,398.75,105.25,6,404.25,0.802719839,1
73.97805,3655,195,1.91,146.5,7.06E-05,8735,28.25,2265,13.8,2.85,349.5,116.5,6,469.5,0.802719839,1
84.969025,4147,212.5,2.035,150.25,3.58E-05,9507.5,32.125,2444,14.65,2.725,300.25,127.75,6,534.75,0.802719839,1
88.815352,4536.7,169,1.606,161.5,2.93E-05,8432,26.17,2420,17.41,1.345,283.3,58,5.1,654.9,0.760157422,1
65.81949,2905.1,190.2,1.714,139.5,0.000126,8731,21.55,2019.6,12.29,4.29,416.2,93.3,6,368.1,0.517816107,1
78.83828,3256,202,1.708,141.4,0.000112001,9956,23,2162.8,12.62,20.48,385.8,84.8,6.2,412.2,0.4036796,1
59.357185,2892.85,169,1.741,140.05,0.000119,7967,21.28,1971.05,12.325,3.025,416.5,97.9,6,375.15,0.513684271,1
174.500291,5318.65,198,1.508,168.45,8.62E-06,16177,35.225,2961.5,17.8,19.63,155.4,58.85,5.05,716.15,0.710423035,1
51.73245,2855,160,1.6525,142.5,0.0001525,6920,21.075,1907.75,12.525,3.59,458.25,78.25,5.75,367.5,0.469571537,1
51.4688,3039,160,1.645,146,0.000165,6650,21.65,1908.5,12.95,4.08,468.5,62.5,5.5,396,0.469571537,1
51.20515,3223,160,1.6375,149.5,0.0001775,6380,22.225,1909.25,13.375,4.57,478.75,46.75,5.25,424.5,0.469571537,1
65.18049,2959.4,175,1.73,141.3,0.00012611,8396,21.95,2058.5,12.48,4.63,416.4,101.6,6,385.1,0.483227724,1
157.47122,4978.2,280,2.22,157.4,2.89E-05,16838,32.1,3119,15.14,15.34,195.2,154.8,6,707.8,0.483227724,1
121.0460389,675.25,1.825,0.7975,238,1.64E-05,1792.25,2.115,31.1575,110.925,21.845,272.5,41.5,1,65.75,0.698009389,1
109.186626,679.5,2.05,0.805,232,3.10E-05,1705.5,2.14,33.875,104.85,14.69,303,47,1,67.5,0.698009389,1
97.32721298,683.75,2.275,0.8125,226,4.55E-05,1618.75,2.165,36.5925,98.775,7.535,333.5,52.5,1,69.25,0.698009389,1
57.2328,2795.3,157.1,1.828,131,0.0567019,7677,12.979,1387.176,12.58,2.594,441.2,74,3,337.9,0.658527771,1
60.55105,2944.4,191,1.875,133,0.0567,8331.6,14.59,1580.6,11.99,16.804,428.1,86.1,3.3,361.8,0.570332803,1
53.901835,2863.73,165.1,1.8349,130.53,0.07749,7485.92,16.348,1529.32,12.374,2.39242,467.27,83.97,3.07,347.84,0.691746676,1
54.8643,2970.2,168,1.79,136.2,0.050438,7521.2,15.6,1612.4,12.2,3.06,457,69.4,3.4,368.2,0.437510303,1
51.43185,3352.4,161,1.65,150.9,0.006471,6286.4,21.9,1872.8,13.6,4.81,485,35.8,4.8,442.4,0.437510303,1
57.27525,2567.9,155,1.803,130.5,0.0535617,7763.9,12.8325,1370.2295,12.31,2.341,439.85,85.15,2.85,312.8,0.776707491,1
51.1454,3124.55,99.65,1.5805,154.3,0.00561285,4716.55,16.7335,1422.264,17.9,5.62,497.65,23.05,3.85,399.65,0.616619539,1
157.094095,4638.25,125,1.375,172.25,6.73E-06,12125,25.825,2294,21.225,78.2875,174.25,30.75,4.25,645,0.779385393,1
135.69819,4673.5,140,1.45,169.5,1.02E-05,10940,26.15,2355,20.15,52.575,204.5,38.5,4.5,660,0.779385393,1
114.302285,4708.75,155,1.525,166.75,1.36E-05,9755,26.475,2416,19.075,26.8625,234.75,46.25,4.75,675,0.779385393,1
179.10447,4816.75,132.5,1.35,173.75,2.90E-06,14145,28.125,2429,21.25,83.125,143,31.5,4.25,656.5,0.806183929,1
179.71894,5030.5,155,1.4,172.5,2.50E-06,14980,30.75,2625,20.2,62.25,142,40,4.5,683,0.806183929,1
180.33341,5244.25,177.5,1.45,171.25,2.10E-06,15815,33.375,2821,19.15,41.375,141,48.5,4.75,709.5,0.806183929,1
145.83425,4274,110,1.36,171.25,0.001652475,11109.25,23.8,2091.75,21.125,79.525,238,22.75,4,578.75,0.737587738,1
113.1785,3945,110,1.42,167.5,0.00330165,8908.5,22.1,1950.5,19.95,55.05,332,22.5,4,527.5,0.737587738,1
80.52275,3616,110,1.48,163.75,0.004950825,6707.75,20.4,1809.25,18.775,30.575,426,22.25,4,476.25,0.737587738,1
156.6735,4554.5,105.275,1.3075,175,3.50E-05,11610.25,24.375,2138.5,22.55,78.046,177.5,23,4,617.5,0.862623402,1
134.857,4506,100.55,1.315,175,6.67E-05,9910.5,23.25,2044,22.8,52.092,211,23,4,605,0.862623402,1
113.0405,4457.5,95.825,1.3225,175,9.83E-05,8210.75,22.125,1949.5,23.05,26.138,244.5,23,4,592.5,0.862623402,1
100.77285,4628.45,234.5,2.162,153.35,1.05E-06,10896,35.5,2615.15,15.435,23.72,245,139.55,6,598,0.624489637,1
97.871911,4728.2,177.5,1.63,162.85,1.62E-05,9271.5,26.76,2476.45,17.81,22.3425,258.3,58.8,5.05,683.5,0.510613402,1
181.511336,5406.5,206,1.535,168.55,1.62E-06,16947.5,35.5,2989.45,17.905,40.725,139.55,61.65,5.05,727.2,0.595665087,1
55.0845,3344.05,120.5,1.573,159.05,0.00627,5411.65,19.065,1707.9,17.43,27.045,500.55,28.4,4.1,431.75,0.566395345,1
65.06905,3509.1,176,1.687,151.8,0.000171,7759,23.12,1965.6,13.84,47.054,453.2,42.9,5.1,463.7,0.348737006,1
184.00754,5532.46,310.2,2.3568,161.58,1.08E-06,19317,34.82,3402.88,15.866,26.532,131.98,169.6,6,795.2,0.360846941,1
9.5456,1304.2,16.1,1.0295,129.95,0.00436445,715.45,3.855,250.959,21.75938538,60.35945,3187.5,96.25,1.15,144.15,0.623182006,1
15.623,1216,28,1.145,134.5,0.0145085,1136.5,5.85,415.27,22.36461794,35.5315,2295,122.5,1.5,137.5,0.623182006,1
18.2276,1178.2,33.1,1.1945,136.45,0.01885595,1316.95,6.705,485.689,22.62400332,24.89095,1912.5,133.75,1.65,134.65,0.623182006,1
53.7390815,2464.8,132,1.574,143.2,0.000827,7062,16.08,1445.2,12.68,10.828,482,14.69,4.3,289.9,0.449265631,1
53.339427,2599.4,136,1.582,144.6,0.000736,6926,17.04,1511.6,12.84,10.004,483,17.02,4.4,313.2,0.449265631,1
52.9397725,2734,140,1.59,146,0.000645,6790,18,1578,13,9.18,484,19.35,4.5,336.5,0.449265631,1
51.94063625,3070.5,150,1.61,149.5,0.0004175,6450,20.4,1744,13.4,7.12,486.5,25.175,4.75,394.75,0.449265631,1
95.196595,4665.25,215,2.02,156.5,5.08E-06,9852.5,33.7,2586.5,16.125,2.2375,254.5,117.75,5.75,622.5,0.80509258,1
94.43319,4691.5,200,1.88,159,9.05E-06,9425,31.4,2550,16.75,1.875,258,96.5,5.5,645,0.80509258,1
93.669785,4717.75,185,1.74,161.5,1.30E-05,8997.5,29.1,2513.5,17.375,1.5125,261.5,75.25,5.25,667.5,0.80509258,1
100.6735,4657.65,241.6,2.162,153.5,1.05E-06,10896,35.75,2643.5,15.425,3.22,244.95,136.4,6,601.5,0.595767971,1
96.1692,4605.48,229,2.1608,153.7,1.08E-06,10314.86,35.614,2601.638,15.484,2.686,250.78,137.64,5.96,595.6,0.59925155,1
104.9847,4734.7,244,2.134,153.7,9.90E-07,11354,35.7,2679.3,15.42,11.34,239.6,129.9,6.1,610.5,0.446933336,1
118.52175,4878.25,265,2.095,153.25,8.26E-07,12965,35.25,2763.75,15.3,24.45,222.5,116.25,6.25,626.25,0.446933336,1
96.307275,4591.8,237.5,2.166,153.4,1.05E-06,10388.5,35.285,2590.05,15.41,9.72,250.45,139.55,6,594.75,0.629736379,1
96.471,4590.1,229,2.164,153.2,9.90E-07,10489,34.97,2594.1,15.31,2.6,249.7,137.1,6,598,0.649783319,1
117.20697,4843.75,222.5,1.995,158,1.25E-06,11872.5,36,2721.5,16.15,7.075,223.25,118.5,5.75,634,0.734708247,1
138.45394,5048.5,215,1.83,162,1.40E-06,13465,36,2820,16.8,11.55,195.5,98,5.5,668,0.734708247,1
159.70091,5253.25,207.5,1.665,166,1.55E-06,15057.5,36,2918.5,17.45,16.025,167.75,77.5,5.25,702,0.734708247,1
96.164,4601.6,211.1,2.134,153.3,9.90E-07,10402,34.7,2576.4,15.37,4.54,232.2,130.2,6,595,0.396901691,1
96.368,4564.2,192.2,2.108,152.6,8.80E-07,10524,33.4,2529.8,15.24,6.48,213.4,121.4,6,590,0.396901691,1
96.572,4526.8,173.3,2.082,151.9,7.70E-07,10646,32.1,2483.2,15.11,8.42,194.6,112.6,6,585,0.396901691,1
83.93675,4301,200,2.005,155.5,0.001650825,8836.75,31.675,2384.25,16.025,3.475,318.25,109.75,5.5,556.25,0.782819005,1
71.9135,3963,170,1.85,157,0.00330055,7393.5,27.35,2145.5,16.55,4.35,385.5,80.5,5,512.5,0.782819005,1
59.89025,3625,140,1.695,158.5,0.004950275,5950.25,23.025,1906.75,17.075,5.225,452.75,51.25,4.5,468.75,0.782819005,1
84.705375,4331,212.5,2.0275,153.75,4.83E-05,9237.5,32.7,2444.75,15.075,3.215,310.5,112,5.75,563.25,0.50275888,1
73.45075,4023,195,1.895,153.5,9.56E-05,8195,29.4,2266.5,14.65,3.83,370,85,5.5,526.5,0.50275888,1
62.196125,3715,177.5,1.7625,153.25,0.000142775,7152.5,26.1,2088.25,14.225,4.445,429.5,58,5.25,489.75,0.50275888,1
117.93,4868,250,2.21,156,1.10E-06,12522.5,35.75,2822.75,15.6,6.55,221.25,146.75,6,650,0.580233493,1
139.9,5097,270,2.26,158,1.10E-06,14765,35.5,3022.5,15.7,10.5,191.5,154.5,6,700,0.580233493,1
161.87,5326,290,2.31,160,1.10E-06,17007.5,35.25,3222.25,15.8,14.45,161.75,162.25,6,750,0.580233493,1
94.257742,4565.9,171,1.66,161.5,1.53E-05,8915.3,25.79,2384.79,17.67,1.725,262.5,55.7,4.9,659,0.463005637,1
95.609104,4387.8,172,1.72,159,1.36E-05,9260.6,24.78,2292.58,17.34,2.3,260,57.4,4.8,628,0.463005637,1
102.638742,4770.8,199.2,1.66,162,1.53E-05,9973,27.22,2532.6,17.6,2.535,251.5,57.3,5.1,684,0.461598996,1
102.236442,4829.2,190,1.63,162.7,1.53E-05,9815,27.42,2547.9,17.67,10.035,252.2,53.4,5.2,691.5,0.396616108,1
116.231535,4957,220,1.675,160.75,1.28E-05,11682.5,28.35,2654.25,17.175,23.3625,233,52.5,5.5,693.75,0.396616108,1
130.226628,5084.8,250,1.72,158.8,1.02E-05,13550,29.28,2760.6,16.68,36.69,213.8,51.6,5.8,696,0.396616108,1
93.906292,4639.1,191,1.668,161.8,1.53E-05,8958,26.29,2425.7,17.57,15.535,262.5,63.6,5.1,670.5,0.503551761,1
93.722742,4684.6,175,1.66,162.2,1.53E-05,8950,26.69,2462.7,17.56,1.295,262.3,60.6,5.1,679,0.507442142,1
95.763647,4536.1,187.5,1.81,157.7,1.11E-05,9900,26.415,2426.95,16.46,1.6575,255.55,77.1,5.35,651.5,0.507442142,1
114.916755,4922.5,177.5,1.575,165.5,1.32E-05,10590,29.1,2612,18.025,5.9875,233.75,54.75,5,701.5,0.809759262,1
136.92713,5101,185,1.55,167,9.35E-06,12610,31.4,2747,18.05,10.825,202.5,55.5,5,713,0.809759262,1
158.937505,5279.5,192.5,1.525,168.5,5.53E-06,14630,33.7,2882,18.075,15.6625,171.25,56.25,5,724.5,0.809759262,1
81.646535,4379.75,155,1.585,163,0.00166275,7554.25,24.775,2274.75,17.9,2.3875,328.75,46,4.75,623.75,0.841250048,1
70.38669,4015.5,140,1.57,162,0.0033085,6538.5,22.75,2072.5,17.8,3.625,392.5,38,4.5,557.5,0.841250048,1
59.126845,3651.25,125,1.555,161,0.00495425,5522.75,20.725,1870.25,17.7,4.8625,456.25,30,4.25,491.25,0.841250048,1
115.639785,4946.75,205,1.79,163.5,1.30E-05,11240,28.85,2713.25,17.475,5.4625,231.75,83,5.25,717.5,0.501234894,1
138.37319,5149.5,240,1.98,163,9.05E-06,13910,30.9,2949.5,16.95,9.775,198.5,112,5.5,745,0.501234894,1
161.106595,5352.25,275,2.17,162.5,5.08E-06,16580,32.95,3185.75,16.425,14.0875,165.25,141,5.75,772.5,0.501234894,1
92.485785,4660.25,150.275,1.5325,166.75,4.52E-05,8055.25,25.35,2321.5,19.325,0.9085,268.25,46.25,4.75,662.5,0.840003113,1
92.06519,4576.5,130.55,1.465,169.5,7.35E-05,7540.5,23.9,2166,20.65,0.667,271.5,38.5,4.5,635,0.840003113,1
91.644595,4492.75,110.825,1.3975,172.25,0.00010175,7025.75,22.45,2010.5,21.975,0.4255,274.75,30.75,4.25,607.5,0.840003113,1
182.340198,5391.1,239.3,1.605,166.1,1.45E-06,17542.5,35.25,3019.4,17.485,19.675,138.5,61.5,5.15,720.1,0.507515097,1
69.22145,3545.75,162.8,1.639,157.6,0.00561,7220.95,20.545,1872.75,17.06,7.435,461.5,31.75,4.3,455.75,0.424298966,1
184.1595,5527.85,317.6,2.352,161.1,1.05E-06,19417.5,34.8,3402.55,15.805,18.23,131.9,165.85,6,791.5,0.355131027,1
62.0372,3318.2,164,1.744,150.2,0.000152001,7292.6,21.58,1838.98,13.98,5.428,439.2,39,4.8,438.4,0.28436155,1
56.48935,3362.6,162,1.687,151.6,0.000171001,6701.3,22.19,1874.49,13.89,5.244,464.1,35,4.9,445.7,0.28436155,1
58.148625,3427.9,163.5,1.6625,152.15,0.000180502,6877,22.66,1902.915,13.88,5.307,471.2,33,5.05,454.85,0.327919021,1
183.051528,5513.2,268,1.66,162.4,1.02E-06,18398,34.8,3084.6,16.74,48.3,138.8,53.4,5.8,723.6,0.437994796,1
181.999704,5485.6,234,1.58,166.2,1.36E-06,17524,35.4,3050.8,17.42,34.4,139.4,55.2,5.4,729.8,0.437994796,1
181.473792,5471.8,217,1.54,168.1,1.53E-06,17087,35.7,3033.9,17.76,27.45,139.7,56.1,5.2,732.9,0.437994796,1
103.203,4210.6,214,1.684,156.4,0.003960001,11112.2,24.42,2275.2,16.44,39.66,366.8,32.4,5.2,537,0.348785948,1
82.452,3864.25,175,1.63,157.75,0.004950001,8635.25,22.275,2047.5,16.875,27.075,424.25,28.5,4.75,495,0.348785948,1
61.701,3517.9,136,1.576,159.1,0.00594,6158.3,20.13,1819.8,17.31,14.49,481.7,24.6,4.3,453,0.348785948,1
118.57425,4501.5,265,1.765,152,9.50E-05,13565,27.9,2548,14.25,47.53,313,39.5,6,579,0.300289385,1
84.757875,3954.25,212.5,1.6975,152.5,0.000142501,9837.5,25.35,2229,14.025,26.295,401,35.25,5.5,516,0.300289385,1
64.46805,3625.9,181,1.657,152.8,0.000171,7601,23.82,2037.6,13.89,13.554,453.8,32.7,5.2,478.2,0.300289385,1
184.43175,5565.25,325,2.245,159.25,8.26E-07,19692.5,34.5,3363,15.6,36.3,133.25,139.5,6.25,776.25,0.424617315,1
184.0767,5559.1,316,2.314,160.9,9.90E-07,19427,34.8,3398.4,15.78,25.56,132.5,157.8,6.1,790.5,0.424617315,1
173.143642,5281.7,218,1.578,167.2,1.53E-06,16230,34.57,2911.7,17.66,32.95,150,66.3,5.1,711.9,0.564897296,1
56.122775,3348.2,150.5,1.651,157.3,0.00561,5698.45,19.15,1712.4,17.015,26.935,478,41.2,4.3,435.5,0.551229166,1
56.1379,3435.8,182,1.695,151.9,0.000171,6744,22.69,1915.4,13.79,19.054,464.1,42.9,5.1,457.2,0.338093005,1
164.972304,5196.4,204,1.64,165.2,1.36E-06,15794,33.94,2880.4,17.2,16.92,159.6,69.6,5.2,704.8,0.570767805,1
172.960092,5327.2,202,1.57,167.6,1.53E-06,16222,34.97,2948.7,17.65,18.71,149.8,63.3,5.1,720.4,0.570767805,1
58.5076,3459.6,132,1.672,157.2,0.00528,6079.6,20.1,1801.2,16.8,5.4,463.6,41.6,4.4,456,0.551534884,1
53.1873,3373.3,121,1.606,158.6,0.00594,5293.3,19.4,1734.6,17.2,5.75,491.8,31.8,4.2,440.5,0.551534884,1
175.563,5414.5,301,2.344,160.4,9.90E-07,18562,34.07,3313.2,15.67,16.82,142.6,165,6,778,0.347428264,1
167.286,5274,292,2.328,158.8,8.80E-07,17874,33.14,3204.4,15.44,15.24,153.2,160,6,756,0.347428264,1
55.9433965,2958.75,53,1.325,175,2.68E-05,3356.75,14.85,1537.25,27,20.72,499.75,16.25,3,333.5,0.701471525,1
66.930881,3087.5,49,1.29,180,2.75E-05,3728.5,13.7,1533.5,29,14.24,432.5,16.5,3,349,0.701471525,1
77.9183655,3216.25,45,1.255,185,2.83E-05,4100.25,12.55,1529.75,31,7.76,365.25,16.75,3,364.5,0.701471525,1
72.7167648,3777.4,77.46,1.342,173,8.84E-05,5100.6,19,1729.4,23.98,10.9904,393.6,20.2,3.6,475.2,0.804388826,1
81.9703824,4093.2,84.28,1.336,174,0.0001092,5805.8,20,1792.2,23.64,5.5872,335.8,21.6,3.8,527.6,0.804388826,1
147.67766,4915.25,177.5,1.51,167.5,0.001651275,13614.25,31.675,2679.75,17.975,16.9,235,48.25,4.75,658.25,0.79403384,1
114.40744,4372.5,155,1.52,165,0.00330085,10578.5,27.35,2342.5,17.85,13.3,330,39.5,4.5,580.5,0.79403384,1
81.13722,3829.75,132.5,1.53,162.5,0.004950425,7542.75,23.025,2005.25,17.725,9.7,425,30.75,4.25,502.75,0.79403384,1
148.446285,4945.25,190,1.5325,165.75,4.88E-05,14015,32.7,2740.25,17.025,16.64,227.25,50.5,5,665.25,0.49957991,1
115.94469,4432.5,180,1.565,161.5,9.59E-05,11380,29.4,2463.5,15.95,12.78,314.5,44,5,594.5,0.49957991,1
83.443095,3919.75,170,1.5975,157.25,0.000142925,8745,26.1,2186.75,14.875,8.92,401.75,37.5,5,523.75,0.49957991,1
181.67091,5482.25,227.5,1.715,168,1.55E-06,17300,35.75,3118.25,17.55,19.975,138,85.25,5.25,752,0.543071133,1
182.39394,5506.5,255,1.93,166,1.40E-06,17950,35.5,3219.5,17,19.45,136,113.5,5.5,768,0.543071133,1
183.11697,5530.75,282.5,2.145,164,1.25E-06,18600,35.25,3320.75,16.45,18.925,134,141.75,5.75,784,0.543071133,1
48.635625,3317,122.5,1.5625,158.25,0.0049975,4907.75,19.725,1728.5,16.65,5.84,512.25,24.25,4.25,432,0.490479042,1
49.40425,3347,135,1.585,156.5,0.003395,5308.5,20.75,1789,15.7,5.58,504.5,26.5,4.5,439,0.490479042,1
50.172875,3377,147.5,1.6075,154.75,0.0017925,5709.25,21.775,1849.5,14.75,5.32,496.75,28.75,4.75,446,0.490479042,1
81.86025,3854,160,1.745,160.5,0.004950275,8192.75,22.775,2106.5,17.175,9.175,423,59,4.5,518.75,0.49837506,1
115.8535,4421,210,1.95,161,0.00330055,11878.5,26.85,2545,16.75,12.25,326,96,5,612.5,0.49837506,1
149.84675,4988,260,2.155,161.5,0.001650825,15564.25,30.925,2983.5,16.325,15.325,229,133,5.5,706.25,0.49837506,1
58.70625,3567.5,105.275,1.4875,163.75,0.0049825,5008,19.275,1714.75,19.025,4.621,459.5,22.25,4,463.75,0.842187191,1
69.5455,3848,100.55,1.435,167.5,0.003365,5509,19.85,1761.5,20.45,3.142,399,22.5,4,502.5,0.842187191,1
80.38475,4128.5,95.825,1.3825,171.25,0.0017475,6010,20.425,1808.25,21.875,1.663,338.5,22.75,4,541.25,0.842187191,1
84.166125,3944,197.5,1.8125,155.25,0.000142775,9395,25.85,2288,14.325,8.395,399.75,65.75,5.25,539.75,0.574226384,1
117.39075,4481,235,1.995,157.5,9.56E-05,12680,28.9,2666,14.85,11.73,310.5,100.5,5.5,626.5,0.574226384,1
150.615375,5018,272.5,2.1775,159.75,4.83E-05,15965,31.95,3044,15.375,15.065,221.25,135.25,5.75,713.25,0.574226384,1
87.19575,4308.8,97.99,1.36,172.8,0.000136,6470.9,21.18,1860.5,22.35,0.6716,299.1,23.8,4.1,567.3,0.4497536,1
209.2551875,4437.5,47.75,1.2575,205.25,6.65E-06,10453,9.75,1545.25,33.48243355,8.4,136.75,43.75,4,480,0.433755535,1
186.472675,4055,41.5,1.215,204.5,7.30E-06,9182,8.8,1340.5,34.08828904,9.4,155.5,33.5,4,430,0.433755535,1
163.6901625,3672.5,35.25,1.1725,203.75,7.95E-06,7911,7.85,1135.75,34.69414452,10.4,174.25,23.25,4,380,0.433755535,1
94.716934,2930,60.5,1.34,174.25,1.95E-05,7192.75,12.705,1315.75,23.86348929,20.825,457.75,70.75,3,311.75,0.41522816,1
144.477956,3030,64,1.32,178.5,1.30E-05,11400.5,9.41,1090.5,22.72697857,14.45,348.5,125.5,3,305.5,0.41522816,1
194.238978,3130,67.5,1.3,182.75,6.50E-06,15608.25,6.115,865.25,21.59046786,8.075,239.25,180.25,3,299.25,0.41522816,1
210.088775,4390,48.5,1.26,204.75,1.28E-05,10545.5,9.8,1567.75,33.20743355,17.8,136,44.75,3.75,468.75,0.47973335,1
