AtomicWeight,BoilingPoint,BulkModulus,el_neg,CovalentRadius,CrustAbundance,Density,FusionHeat,MeltingPoint,MolarVolume,NeutronCrossSection,SpecificHeat,ThermalConductivity,Valence,VaporizationHeat,Phase
138.454,5048.5,215,1.83,162,1.40E-06,13465,36,2820,16.8,11.55,195.5,98,5.5,668,0
50.8294,2813.04,148.87,1.76261,131.304,0.0256656,6967.91,15.8304,1419.21,12.8957,8.97183,525.757,123.478,3.56522,351.217,1
57.5918,2934,166,1.83,133.4,0.0126756,8150.4,16.62,1496.52,11.86,10.62,437.68,140.2,3.2,370.6,1
96.3073,4591.8,237.5,2.166,153.4,1.05E-06,10388.5,35.285,2590.05,15.41,9.72,250.45,139.55,6,594.75,0
44.1015,2653,118.667,1.63333,135.333,0.0388067,5406.83,14.6,1279.94,14.4833,4.25433,617.333,112.117,3.83333,319.5,1
146.937,3394,135,1.605,164,0.0315009,13462,13.9,1336.5,16.264,5.065,282.5,53,4.5,383.5,1
113.178,3945,110,1.42,167.5,0.00330165,8908.5,22.1,1950.5,19.95,55.05,332,22.5,4,527.5,0
51.0926,2784.85,155.179,1.78231,128.59,0.0275149,7227.59,15.8077,1430.31,12.3744,9.75669,523.897,116.846,3.61538,347.769,1
94.2577,4565.9,171,1.66,161.5,1.53E-05,8915.3,25.79,2384.79,17.67,1.725,262.5,55.7,4.9,659,0
69.2807,2394.5,100.5,1.29,174,0.000275,4370,15.4,1343.5,34.55,3.13,394.5,33,3.5,295,1
79.914,3927.8,206,2.028,145.2,0.0252007,9317.6,27.12,2189,14.02,2.584,330.2,115,4.8,498.8,1
174.198,3680.4,221,2.2125,135.4,0.00945003,19413.6,19.07,1733.75,14.86,8.884,180.4,72.2,5.55,468.55,0
81.6465,4379.75,155,1.585,163,0.00166275,7554.25,24.775,2274.75,17.9,2.3875,328.75,46,4.75,623.75,0
155.698,2637,55.8,1.045,209.5,2.60E-06,7594.5,13.795,1130.72,69.65,66.5,193,29.5,2.5,347,1
51.1152,2769.38,144.5,1.72125,135.75,0.0188973,6814.88,16.875,1515.87,13.125,3.30912,505.8,138.625,4,345,1
185.385,3541.4,132,1.708,173.2,1.08E-06,16239.2,15.08,1302.96,18.3168,7.302,165.6,44.6,5.2,404,1
75.449,3350,175,1.855,146.5,0.00055055,8875,24.6,1934.5,13.85,7.95,365,73.35,5,410,1
139.9,5097,270,2.26,158,1.10E-06,14765,35.5,3022.5,15.7,10.5,191.5,154.5,6,700,0
55.5115,2815,170,1.8,131.667,0.0210767,7990.67,17.1667,1633.33,11.6,3.38667,447.333,88,3.66667,354.667,0
48.2024,2952.85,182.769,1.85,122.846,0.0159749,7021.85,20.9462,1520.74,11.2615,124.809,558.369,139.769,3.30769,368.077,1
70.8049,2936,180,1.96,129.25,2.25E-05,9680.75,16.325,1509.97,11.925,29.625,375.75,92.75,4,376.25,0
179.505,3912.6,209.165,2.1375,141.85,1.95E-05,19209.2,20.15,1781.3,16.585,8.5276,154.75,63.8,5.7,503.5,0
91.7574,3448.25,250.5,1.96,130.5,2.25E-05,12325,19.9,1879.5,11.75,31.65,348.25,96.75,4.5,438.75,0
92.7155,2972.5,60.5,1.14,151.5,1.02E-05,6922.5,14.25,1206.77,21.9,87.5,1857,54,2.5,388.5,1
58.8393,2708.83,147.5,1.80667,130,0.0107269,7610.83,18.7833,1429.88,13.45,10.4767,427.233,71.95,3.83333,332.167,1
57.8926,2888.6,177,1.847,127.95,4.65E-05,8643.5,16.845,1556.8,11.165,32.085,425.05,99.1,4.3,369.6,0
57.0517,2616.4,154,1.764,133.6,0.0128676,8078.8,15.36,1454.12,11.78,11.988,436.28,136.14,3.8,316.2,1
30.8214,2357.8,75.4,1.614,121.1,0.0729078,3144,10.365,636.241,16.46,0.3197,852.4,223.5,2.9,275.6,0
160.532,4409,111,1.31,187,3.09E-05,11669.5,20.75,1907.5,26.45,10.55,166,34,4.5,543,1
192.421,4356.3,272,2.166,140.5,2.67E-08,21321,23.9,2193.61,15.19,34,134.2,64.1,6.3,554.5,0
212.474,4344,127,1.39,178.5,8.50E-07,18233,19.42,1828.5,19.2635,11.1,135,31.5,5.5,530.5,1
92.025,3892.2,210,2.126,143.2,0.0126,11470.8,23.32,2174.8,13.24,2.592,280.2,111.8,5.4,533.4,0
179.403,4478.5,179,1.815,174.5,8.35E-07,14545.5,28.5,2542.5,22.7,51.7,143,93,4.5,607.5,1
156.673,4554.5,105.275,1.3075,175,3.50E-05,11610.2,24.375,2138.5,22.55,78.046,177.5,23,4,617.5,0
66.6345,2383,90.5,1.855,127,4.35E-05,7432,9.345,557.19,15.7,3.34,377.7,214.5,2.5,278,1
146.644,4289,270,2.2,143.5,7.00E-10,17485,25.85,2400,13.9,213.8,184.5,135,6,570,1
181.474,5471.8,217,1.54,168.1,1.53E-06,17087,35.7,3033.9,17.76,27.45,139.7,56.1,5.2,732.9,0
117.433,4051.5,129,1.63,180.5,1.76E-05,8213,21.15,1771,26.5,5.79,223,76,4.5,500,1
15.623,1216,28,1.145,134.5,0.0145085,1136.5,5.85,415.27,22.349,35.5315,2295,122.5,1.5,137.5,0
120.101,3869.5,131,1.65,177.5,1.71E-05,8645,21.55,1822,24.85,25.8,220.5,78,4.5,442.5,1
139.81,1268,27.5,1.075,184.25,0.0125021,5315,7.91,824.75,43.6,26.3575,273.25,79.25,2.75,158.75,0
92.0743,3291.75,215,1.9825,128.25,6.75E-05,12331,19.4,1707.75,11.725,109.625,366.5,105.75,3,423.5,0
70.3867,4015.5,140,1.57,162,0.0033085,6538.5,22.75,2072.5,17.8,3.625,392.5,38,4.5,557.5,0
57.3356,2906.6,174.8,1.8665,125.75,0.0040785,8590,15.925,1453.27,11.28,35.3517,445.15,106.75,3.95,370.9,0
137.427,3657.8,202,2.02,142.8,7.60E-05,15314,21.12,1824.98,14.76,8.024,275.4,55,5.6,475.2,0
169.889,4244.75,335,2.22,141.25,4.75E-10,20062.5,24.925,2340.5,14.075,355,158.25,150,6,543.75,0
115.172,4101.25,221.5,2.212,144.5,6.40E-09,13732,24.845,2249.14,13.87,3.71,222.25,112.65,6,566.5,0
109.187,679.5,2.05,0.805,232,3.10E-05,1705.5,2.14,33.875,104.85,14.69,303,47,1,67.5,0
186.582,4943,260,1.85,155.5,8.50E-07,19625,31,2741.5,16.15,222.75,135.5,103.5,5.5,648,1
118.396,4159.5,185,1.665,151,0.0315008,12262,24.9,2277.5,14.95,11.53,294.5,68,4,541.5,1
91.1556,1947.6,89,1.806,144.2,0.00580006,8739.6,10.78,899.424,18.3196,50.8926,392,376,1.2,229.6,0
104.185,2703,136,1.925,149,6.25E-07,9465,21.15,1472.04,18.55,1226.3,240.5,117.5,4,350,1
123.862,1371.5,21.3,1.285,193,1.03E-06,4594.5,2.675,92.52,71.55,111.5,237.5,59,2,147,1
54.8828,2813.5,167.5,1.7875,133.75,0.047285,7703,15.475,1630.25,11.875,2.695,448.75,82.75,3.75,345,0
154.63,2857.5,205,2.327,134.8,0.0189,15872.2,12.89,1206.33,15.44,69.858,225.07,247.7,4.4,335.1,0
95.3243,3051.8,176,2.086,141.8,3.80E-05,10840.4,17.92,1625.92,14.52,6.532,289.8,63,4.2,394.6,0
210.089,4390,48.5,1.26,204.75,1.28E-05,10545.5,13.775,1567.75,33.1748,17.8,136,44.75,3.75,468.75,0
114.407,4372.5,155,1.52,165,0.00330085,10578.5,27.35,2342.5,17.85,13.3,330,39.5,4.5,580.5,0
130.227,5084.8,250,1.72,158.8,1.02E-05,13550,29.28,2760.6,16.68,36.69,213.8,51.6,5.8,696,0
179.719,5030.5,155,1.4,172.5,2.50E-06,14980,30.75,2625,20.2,62.25,142,40,4.5,683,0
107.063,4318,140.183,1.48333,166.167,0.001157,9276.33,25.1333,2193.33,18.85,22.8323,306,35,4.5,585.667,0
192.454,3260,41.5,1.205,195,4.30E-06,13228,4.87,785.5,27.8635,6.55,161.5,9.5,5,327.5,1
54.0949,2829.06,151.746,1.78048,133.571,0.0173187,7426.6,16.0492,1451.46,12.6952,8.91056,478.635,142.714,3.44444,353.254,1
106.166,4333.48,133.5,1.4788,164.48,0.00783014,9060.8,24.416,2124.19,19.404,18.0854,330.2,52.76,4.32,585.24,0
54.9429,2777.48,168.8,1.77,132.4,0.000118,7945.92,19.048,1708.12,11.572,3.716,446.68,92.68,4.24,356.16,1
39.4888,2595,118,1.635,130,0.04057,4945,15.6,1283.66,14.35,1.6665,676,164.5,4.5,316,1
104.269,2959.5,40.25,1.2075,192,2.33E-05,5192.25,10.675,1412.5,33.25,1475.96,272.5,16,3,328.75,0
37.7635,2918.6,113.8,1.619,135.4,0.0446355,4234.5,16.145,1222.68,15.34,2.40515,717.25,143.2,3.9,365,1
57.2692,2887,175,1.87,128,0.031545,8391,15.5,1496.5,11.35,3.53,447,85,2.5,362.5,0
117.581,2654.5,123.5,1.64,156,0.025,11500,14.27,1305.15,29.2,5.215,382,135.5,4,322.5,1
96.8323,4026.3,216,2.171,143.8,9.00E-06,12023.8,24.85,2246.1,13.33,2.79,258.7,117.1,5.6,559.8,0
209.255,4437.5,47.75,1.2575,205.25,6.65E-06,10453,13.725,1545.25,33.4497,8.4,136.75,43.75,4,480,0
50.4005,2845.5,113.5,1.595,151,0.031513,5429.5,14.9,1539.5,18.4,14.88,508,47.5,3,332.5,1
78.4575,3505.5,195,2.015,139,0.0315,10122,19.75,1936,12.7,2.58,343.5,99.5,4.5,463.5,0
126.862,3488,66.05,1.275,183.5,6.81E-05,7531,16.05,1633.5,27.45,475.092,222.5,17,3.5,430,1
59.3621,2712.4,169,1.884,123.8,8.88E-05,8731.2,16.215,1351.45,11.33,4.16,439.3,93.9,2,352.1,0
53.1019,2807,161.778,1.79667,129.222,0.0230578,7604.89,16.2333,1494.48,12.0222,10.5503,492.222,107,3.66667,352.333,1
99.5246,3143.5,101,1.5,165,4.50E-05,7794.5,10.85,1146.5,22.9,18.9,306.5,55.5,4,362.5,1
102.558,3268.5,74,1.37,178,0.0033026,6204,14.35,1490.5,25.35,24503,380,16.5,3.5,365,1
62.3329,2649.75,150,1.9025,130,7.35E-05,8947,14.125,1177.21,11.575,3.96,399.55,322.75,2,319.5,0
184.16,5527.85,317.6,2.352,161.1,1.05E-06,19417.5,34.8,3402.55,15.805,18.23,131.9,165.85,6,791.5,0
81.1372,3829.75,132.5,1.53,162.5,0.00495042,7542.75,23.025,2005.25,17.725,9.7,425,30.75,4.25,502.75,0
50.6543,2884.18,173.77,1.83754,125.328,0.0170218,7320.98,19.041,1484.39,11.5213,83.1568,527.443,147.164,3.32787,358.967,1
81.2831,3366,178,1.756,138.2,0.0126523,9904.4,20.74,1882.4,12.78,13.572,380.6,84.2,4,435,1
164.627,4168,95.55,1.355,185.5,6.59E-05,12780.5,17.5,1495,22.014,3.877,197,25,5,500,0
48.9967,2710.29,140.286,1.77143,127.857,0.0321897,6747.43,14.6,1257.18,12.9714,7.37229,565.057,176.286,3.28571,332.143,1
124.237,3829.5,64.55,1.265,185.5,6.76E-05,7206,15.5,1584,28.2,24500.1,259,17,3.5,442.5,1
202.973,2210,125.5,2.28,142,1.41E-08,14540,11.7,667.74,26.25,49.367,125.55,164,5,245,1
46.7558,2798.5,144.333,1.79833,125.5,0.0690433,6317,21.4333,1411.55,13.7333,7.95983,562.833,124.833,3.66667,348.5,1
175.913,4223,54.9,1.318,195.2,1.20E-05,9102.3,16,1687.3,30.4831,13.34,252.7,42.6,3.7,466.4,0
97.8146,3592.6,358,2.218,141.7,1.40E-05,11924,21.58,1958.3,13.54,130.81,260.8,144.4,6,479.4,0
80.5228,3616,110,1.48,163.75,0.00495082,6707.75,20.4,1809.25,18.775,30.575,426,22.25,4,476.25,0
161.949,4900.1,392.4,2.188,147,3.31E-07,18904,32.5,2910,14.45,11.28,166.3,102.6,6,621,0
72.8458,2560.5,67,1.785,130,0.0405011,5005,8.85,446.125,21.8,0.4265,560.5,151,3.5,291.5,1
190.645,4710.5,300,2.09,143.5,1.98E-08,21235,26.5,2477.15,15.05,50,135,59.5,6.5,597.5,1
104.517,4179,150,1.7,140.5,0.135001,9490,43.1,2215.5,19.05,10.333,425,103.5,4.5,547.5,1
54.8114,2934.08,161.692,1.81538,130.923,0.0318862,7474.77,16.9538,1523.82,12.6077,7.91585,498.692,115,3.69231,366,1
144.478,3030,55.5,1.32,178.5,1.30E-05,11400.5,9.42,1090.5,22.7135,14.45,348.5,11,4.5,321.5,0
51.6768,2758.55,152,1.78909,128.727,0.0262353,7282.18,15.4455,1381.39,12.4182,8.99691,519.855,145.273,3.45455,342.182,1
88.3105,4176.2,131.446,1.4988,163.68,0.00675307,7739.22,23.37,2043.48,19.03,5.48222,367.08,47.4,4.34,561.26,0
162.2,3509.25,207.5,2.185,135,1.70E-05,18327.5,18.275,1597.38,14.5,8.445,195.85,153.25,5,442.5,0
171.58,3906.25,227.5,2.26,138.5,2.80E-08,19180,21.425,1909.72,14.95,8.15,159.25,83.25,6,512.5,0
145.834,4274,110,1.36,171.25,0.00165248,11109.2,23.8,2091.75,21.125,79.525,238,22.75,4,578.75,0
90.0928,2875.4,174,2.038,139,4.20E-05,10573.1,17.84,1660.53,13.92,5.76,302.4,77.9,4.6,367.7,0
55.0411,3310,175,1.885,121,9.51E-07,7109,16.825,1810.5,10.845,1.3046,1029,155,4,438.5,1
114.917,4922.5,177.5,1.575,165.5,1.32E-05,10590,29.1,2612,18.025,5.9875,233.75,54.75,5,701.5,0
60.2485,3053.5,92.5,1.775,140,0.0033007,4915,25.25,1303.15,20.15,4.15,420.7,41,4,379.5,1
52.5665,2851.8,157.467,1.78933,129.867,0.0196827,7416.73,16.02,1450.58,12.4267,16.6724,502.533,108,3.73333,359.267,1
56.8521,2850.2,174,1.814,129.9,6.30E-05,8387,17.49,1618.6,11.33,26.97,429.1,98.2,4.6,364.2,0
116.714,3332,115,1.425,157,0.00055165,10390,19.35,1739.5,17.25,58.65,311.5,15.35,4,425,1
84.983,2762.5,160,2.05,135.5,3.40E-05,10491.5,14.9,1319.76,13.25,5.34,312.2,235.5,3,340,0
97.6167,3150.2,188,1.965,133.2,0.0441,11946.8,15.66,1607.09,12.88,4.792,354.2,76.6,3.9,389.9,0
185.97,5591.9,364,1.946,152.1,1.12E-07,20843,33.2,3209.6,14.82,82.84,136.5,60.2,6.9,714.5,0
52.6898,2696.6,162,1.682,137.7,0.000129,7361,20.07,1865.8,11.99,6.51,445.3,94.6,5.8,342.6,0
99.537,4296.7,223,2.188,148.4,3.31E-07,11743,28.79,2420.7,14.17,2.6,241.9,125.7,6,586,0
163.93,2590,41.85,1.225,192,6.90E-07,8769.5,13.8,1450.5,31.1,64,171,14,3,272.5,0
48.3523,2361.5,58.5,1.71,121.5,0.0405095,4302,8.145,345.04,18.1,1.5665,637.5,132,3,274.5,1
56.2894,2771.38,161.714,1.83095,129.762,0.015931,8098.1,16.0905,1448.51,11.7429,3.52348,456.648,155,3,345.762,1
172.96,5327.2,202,1.57,167.6,1.53E-06,16222,34.97,2948.7,17.65,18.71,149.8,63.3,5.1,720.4,0
179.104,4816.75,132.5,1.35,173.75,2.90E-06,14145,28.125,2429,21.25,83.125,143,31.5,4.25,656.5,0
73.935,3376.6,190,1.978,137.6,0.0378,9672.4,18.56,1856.4,12.52,2.576,364.6,95.4,4.2,440.2,0
91.9124,3503,330,2.18,138,7.50E-06,11562.5,20.325,1846.75,13.025,118.05,285.25,137.5,5.5,465,0
56.617,2877.5,172.5,1.8425,130.5,0.0472575,8130.5,14.4,1527.25,11.6,11.22,442,84.25,3.25,354,0
108.744,4515,196.667,1.79833,160.5,0.00113515,10894.5,29.2167,2519.5,16.4833,8.96833,299.5,78.8333,5.16667,617.333,0
70.451,3008,100.5,1.44,164.5,8.45E-05,5831,15.95,1716.5,22.55,2.19,373,55.5,4.5,359.5,1
101.19,3801,205,2.18,146.5,5.53E-07,11151.5,26.35,2088.95,15.1,4.75,245.5,105,5,490,0
46.2148,2684.62,132.25,1.755,126.75,0.0382985,6242.5,14.2375,1177.57,13.4125,2.39238,610.425,182.5,3,327.625,1
30.9395,1701.5,65.5,1.265,133.5,0.0005585,4002.5,8.1,713.27,16.85,42.15,2024.5,46.35,2.5,183.5,1
55.7739,2873.98,168.14,1.80047,132.326,0.0151721,7959.09,17.0488,1603.58,11.8791,11.4395,446.279,86.186,3.76744,364.302,1
105.963,4227.5,205,2.13,136.5,0.135001,10790,42.6,2418,17.95,9.283,421,160,5,579.5,1
102.575,2151.9,102,1.892,144.4,0.000110071,10188,11.49,990.202,16.61,58.57,259.4,387.77,1.3,251.5,0
69.5455,3848,100.55,1.435,167.5,0.003365,5509,19.85,1761.5,20.45,3.142,399,22.5,4,502.5,0
140.986,1784.25,9.275,0.9675,210.75,0.00025545,3943.5,8.325,750.75,60.775,1143.47,199.25,17,2.25,148.75,0
55.2632,2861.73,167.227,1.81341,130.159,0.0199,7888.64,16.9341,1558.04,11.8932,10.8386,468.023,101.909,3.75,360.659,1
57.8027,2786.8,166,1.836,130.6,0.0126656,8366.4,16.16,1495.92,11.52,10.228,429.48,152.8,3.4,347.8,1
98.4762,2918.6,169.6,2.141,137.2,0.00810001,11090.7,16.1,1465.44,14.89,6.2333,306.4,87.4,3.9,371.3,0
117.168,3732,140,1.565,153.5,0.0315016,10592,19.65,1885.5,17.05,53.28,296.5,51,3.5,488.5,1
93.3862,3375.5,69,1.32,183.5,0.003317,5326.5,12.5,1293.5,27.55,7.54,357.5,17.5,3.5,412.5,1
51.3593,2802.58,148.5,1.76833,131.333,0.024599,7050.92,15.7167,1405.27,12.85,8.7555,519.867,135,3.5,349.083,1
53.4671,2366,140,1.605,139,0.00062,7330,16.85,1576.5,12.15,8.2,463.5,50.85,5,279.5,0
50.0527,2863,146,1.73833,133.667,0.0251433,6679.83,16.1833,1453.89,13.3333,8.94883,531.167,103.5,3.66667,359.5,1
169.937,4344,119.35,1.35,182,1.32E-06,12434.5,23.4,2186.5,25.1,21.75,161,34,4,515.5,1
43.7732,2704.14,131.143,1.73,126.286,0.0437514,5853.14,14.2571,1196.57,13.6571,6.86557,639.286,152.714,3.42857,331.143,1
49.6442,2715.91,142.176,1.77618,128.059,0.0307541,6866.47,14.7147,1274.73,12.8647,7.58226,555.088,174.559,3.29412,333.294,1
127.467,2716,31.5,1.45,173,3.01E-05,6999.5,4.38,477.3,30.45,97.3,212.5,46.5,3.5,290,1
81.8603,3854,160,1.745,160.5,0.00495027,8192.75,22.775,2106.5,17.175,9.175,423,59,4.5,518.75,0
166.191,3530,37.5,1.18,202.25,2.63E-05,8188.5,9.325,1203.25,33.8582,38.6,172,26.25,3.25,346.25,0
103.103,2332,104,1.5,165,0.031503,7613.5,11.15,1305,22.9,2951.28,322.5,46,3,261,1
53.8679,2758.6,148,1.698,138.8,0.014186,7189.8,16.68,1562.8,12.92,5.912,468.2,58.74,3.8,341.8,1
81.4031,2111.5,110,1.74,142,0.00055004,8980,12.25,1103.89,14.65,38.45,357,218.85,2.5,237.5,1
56.6017,2914.61,158.182,1.83121,131.273,0.021868,7681.82,17.1364,1471.78,12.6515,8.02015,485.152,164,3.57576,362.424,1
88.357,3778.9,208,2.113,139.4,2.70E-05,11331.4,23.15,2070.3,12.79,3.17,300.1,111.3,4.8,519.4,0
121.387,4241,245,2.12,144,1.56E-05,14075,25.6,2458.5,13.45,27.8,276.5,135,5,587.5,1
30.5041,2570.5,145,1.615,117.5,7.10E-05,4519,14.225,1597,10.095,1.5546,1134,142,4,318,1
65.478,1678,84.15,2.105,129.5,7.00E-05,6004.5,12.95,1064,19.65,7.4,384.6,47.26,6,182.5,1
53.4594,2788.69,156.312,1.735,134.594,0.0151484,7426.88,16.8719,1533.61,12.2562,10.2833,483.219,77.6094,3.9375,348.312,1
159.805,1258,44,2.01,145,5.08E-06,9995,5.535,324.265,26,1225.09,178.5,65.5,3,139,1
99.9204,3108.5,104.5,1.505,164.5,1.93E-05,7770,11.55,1213,23.15,24.3,307,56.5,4,352.5,1
173.144,5281.7,218,1.578,167.2,1.53E-06,16230,34.57,2911.7,17.66,32.95,150,66.3,5.1,711.9,0
57.2332,2675,157.778,1.79444,132.556,0.0141884,8148.22,15.8222,1468.36,11.7111,4.57556,436.867,148.411,3.33333,327.556,1
188.866,4878.8,316,2.264,149.4,4.40E-07,21260,29.6,2848.4,14.88,262.36,131.4,158,6,656,0
113.116,2607.5,25.3,1.055,202.5,0.0001845,3991,9.7,1126.5,49,1.29,251.5,17.5,2.5,260,1
187.213,5450,393,1.975,149.25,2.40E-09,21415,32.5,3147.75,14.525,71.25,135.25,57.75,6.75,686.25,0
157.236,4881.45,380.8,2.186,147.5,3.86E-07,18288,32.75,2889.5,14.525,10.66,172.35,105.2,6,619.5,0
53.5515,2749.86,153.586,1.80483,129.276,0.022091,7584.83,15.4069,1380.67,12.2207,8.84938,494.931,164.138,3.34483,340.241,1
53.8482,2815.23,164.229,1.802,129.457,0.0214023,7745.03,16.3914,1518.31,11.8914,10.8451,480.457,103.343,3.68571,354.029,0
57.9182,2962.4,178,1.882,126.9,0.0001,8628.2,17.76,1500.5,11.19,4.556,449.4,85,2.3,385.5,0
99.2815,4321.15,223.5,2.186,148.8,3.86E-07,11638.5,29.305,2435.15,14.265,2.6,242.55,126.65,6,587,0
96.056,3015.5,91,1.39,171.5,0.0001,6939.5,13,1352.5,23.45,1.85,320,52.5,5,344.5,1
66.9309,3087.5,49,1.29,180,2.75E-05,3728.5,13.7,1533.5,29,14.24,432.5,16.5,3,349,0
141.352,2603.5,135.5,1.615,165.5,0.000180019,12040,14,1272.65,35.35,5.6,216.5,53,4,313.5,1
72.4512,3707.5,165,1.63,151.5,7.85E-05,7880,23.65,2192,15.05,2.125,356.5,74,5.5,514.5,1
189.468,3608.5,64.5,1.255,199.5,5.20E-06,12845,10.45,1033,28.014,9.485,154.5,20,5,375,1
56.039,2897.36,168.182,1.80818,132,0.0121127,8005.36,17.0455,1582.55,11.9182,12.9564,446.545,85.5455,3.63636,368.727,1
130.253,829.5,33.3,1.445,191,9.51E-07,4059.5,9.795,238.975,75.5,17.2,221.5,19.5,3.5,56,1
55.7562,2875.74,129.235,1.68765,140.294,0.012934,6579.79,15.5176,1395.7,15.6471,8.22603,494.235,140.529,3.44118,355,1
52.9583,2718.5,162.5,1.7025,137.25,0.015855,7361,18.825,1814.75,12.025,2.965,448.25,90.25,5.25,341,0
130.232,2366,150,1.965,129,3.90E-05,14295,13.675,1093.91,15.3,5.55,260.5,95.5,4,304.5,1
80.919,1535.5,29.5,1.525,157.5,0.0250001,4123.5,14.12,736.315,36.6,2.915,419,112,3.5,111,1
93.6663,690.5,32,1.935,131.5,1.13E-06,7188.5,17,569.035,21.65,1227.1,279,73,3.5,66.2,1
72.7168,3777.4,77.46,1.342,173,8.84E-05,5100.6,19,1729.4,23.98,10.9904,393.6,20.2,3.6,475.2,0
66.987,3703.6,138.22,1.552,158.2,0.0014154,6577.6,21.96,1963.4,16.96,3.1188,400,44.8,4.8,497.4,1
58.8507,3013.14,162.286,1.85,132.571,0.0206184,7830.29,18.2143,1537.56,12.8143,7.71043,471.771,162.571,3.71429,376,1
27.5335,2709.5,88,1.755,116,0.1755,2515,30.45,1037.16,18.3,0.1995,807,192.5,3.5,326,1
86.8756,2499.5,110.5,1.83,134,1.51E-05,8105,9.73,825.8,18.55,115.6,327,91,3.5,302.5,1
100.36,1136,25.15,2.3,129.5,1.25E-07,5758,12.55,425.815,28.7,8.55,264.1,12.26,5.5,46.5,1
47.3674,2592.45,134.364,1.69545,130.818,0.0395064,6359.09,14.3727,1305.09,13.1545,4.15264,578,112.4,3.63636,310.545,1
137.053,1838.5,42,1.715,133.5,9.77E-06,8877,4.895,166.88,24.15,3.15,250,37.5,3,210.5,1
48.8303,2787.22,149.259,1.78704,127.111,0.0467148,6760,18.237,1411.28,13.037,8.82581,546.481,122.037,3.62963,347.333,1
91.6446,4492.75,110.825,1.3975,172.25,0.00010175,7025.75,22.45,2010.5,21.975,0.4255,274.75,30.75,4.25,607.5,0
80.7915,3195,160,1.716,139.2,0.0126527,9236.4,18.64,1725.6,13.62,30.272,381.4,77.4,3.8,413.8,1
52.9587,2826.8,160.6,1.808,130.9,0.0648,7356.6,13.49,1450.23,12.28,2.3273,494.5,94.6,3,341.6,0
180.343,5493.3,306.4,2.3442,160.68,1.12E-06,18902,34.459,3379.3,15.7438,18.0322,165.76,170.4,5.92,789.94,0
71.9219,2703,80.5,1.385,164.5,0.0005645,5971,12.3,1386,22.6,7.29,388.5,12.35,3.5,300,1
69.2338,1588,81,2.04,125.5,3.51E-05,7343.5,20.4,950.81,16.75,3.99,356.2,225,3.5,166.2,1
63.849,1433,29,0.975,185.5,0.02518,2090,8.27,809.5,49.15,0.815,465.5,117.5,2,146,0
159.927,4461,114,1.3,188.5,1.79E-05,11398,21.15,1968,27.8,14.74,167.5,35,4,568,1
58.1486,3427.9,163.5,1.6625,152.15,0.000180502,6877,22.66,1902.91,13.88,5.307,471.2,33,5.05,454.85,0
103.282,3465.8,195,2.188,143.5,3.34E-07,11500.1,22.49,1875.33,14.94,5.61,243.3,91.4,4.6,446,0
49.8846,2895.62,143.231,1.72308,135.692,0.0237169,6512.69,16.3769,1470.36,13.6615,8.72969,530.308,97.2308,3.69231,364.538,1
182,5485.6,234,1.58,166.2,1.36E-06,17524,35.4,3050.8,17.42,34.4,139.4,55.2,5.4,729.8,0
162.372,4691,401.6,2.086,145.8,3.80E-05,19302,29.36,2808.4,13.96,13.012,201.8,75.8,5.8,594.6,0
65.1805,2959.4,175,1.73,141.3,0.00012611,8396,21.95,2058.5,12.48,4.63,416.4,101.6,6,385.1,0
53.0636,2883.53,157.547,1.79962,129.849,0.0272189,7293.58,16.8302,1479.66,12.6509,9.12698,517.415,120.887,3.73585,360.755,1
184.008,5532.46,310.2,2.3568,161.58,1.08E-06,19317,34.82,3402.88,15.866,26.532,131.98,169.6,6,795.2,0
120.525,3645,92,1.435,151,3.95E-06,6786,11.975,1518.5,20.4615,3.7046,969,122,3,413.5,1
59.242,2311.5,130,1.725,135.5,0.000584,8215,13.15,1165.31,12,8.54,431.7,203.85,3,260,0
58.8133,2920,180,1.895,125,6.00E-05,8904,16.7,1475,10.95,20.85,433,95.5,3,376.5,0
91.067,1485.5,41.5,1.75,133,9.58E-06,7277,5.945,175.415,20.6,1226.45,300.5,62.5,2.5,178,1
166.562,3859,174.5,1.665,172,4.30E-06,14620,16.45,1698.5,24.75,218.2,162,81.5,5,445,1
106.378,4241.78,128.365,1.47435,162.565,0.0117395,8969.22,23.6565,2042.65,19.4348,22.9754,352.174,61.7826,4.21739,570.565,0
90.6708,1788.5,101,2.19,129,1.05E-06,8875,22.2,1185.95,18.2,5.55,284,60.5,4.5,206.2,1
93.9444,3400,105.5,1.24,149,9.35E-06,8592.5,19.5,1598.77,19.8,45.75,1855,71,3,441.5,1
92.2858,4090,128.22,1.48,165.4,0.00138806,7801.6,22.96,2028.6,19,23.2988,339.2,30.6,4.4,555.6,0
73.0325,1338.5,43.5,1.68,140,0.0145001,4217.5,14.2,640.315,26.699,2.7315,613.5,92,3.5,97.5,1
153.983,3591.5,206,1.975,145,1.01E-07,13858.5,26.35,1908.32,22.45,47.7,172,36,6,386,1
50.1729,3377,147.5,1.6075,154.75,0.0017925,5709.25,21.775,1849.5,14.75,5.32,496.75,28.75,4.75,446,0
16.6586,1780,87.5,1.44,118.5,0.014501,1793,8.325,968.5,15.644,0.0361,1420,175,2,212.5,1
193.651,4126.5,275,2.24,138.5,1.87E-08,22025,23,2117.15,14.8,217.5,132,110.5,6,525,0
148.51,3158.8,41.34,1.222,191.8,8.38E-06,7796.8,13.06,1454,31.86,10011.9,208.2,13.2,3,335,0
