AtomicWeight,BoilingPoint,BulkModulus,el_neg,CovalentRadius,CrustAbundance,Density,FusionHeat,MeltingPoint,MolarVolume,NeutronCrossSection,SpecificHeat,ThermalConductivity,Valence,VaporizationHeat,Phase
73.4507,4023,195,1.895,153.5,9.56E-05,8195,29.4,2266.5,14.65,3.83,370,85,5.5,526.5,0
103.745,3556.5,200,2.2,142.5,3.65E-09,12196.5,21.2,1944.45,14.15,4.75,239,95.5,5,480,1
213.33,4621,54.3,1.306,202.4,8.00E-06,10850.1,16,1729.1,32.0497,9.38,162.9,50.2,3.9,508.8,0
82.1543,2194.5,42.8,1.25,168,0.04067,3105,9.35,693.66,40.8,0.7665,554.5,126.5,2.5,216.5,1
51.4428,2731.54,147.429,1.78937,128.619,0.0267663,7197.14,15.0333,1323.5,12.5683,8.16554,527.397,169.762,3.31746,336.492,1
189.704,4766.1,317,2.248,147.3,3.30E-07,21595,28.7,2752.8,14.71,303.02,131.3,156,6,632,0
103.784,3512,330,2.26,141.25,2.10E-09,12343.2,20.45,1861.72,13.95,110.475,240,130.25,5.5,466.25,0
120.525,3645,92,1.435,151,3.95E-06,6786,11.975,1518.5,20.4615,3.7046,969,122,3,413.5,1
115.994,2061.5,105.5,1.49,156.5,1.64E-05,7735,11.95,1157,27.4,36.1,287.5,69.5,3.5,267.5,1
150.615,5018,272.5,2.1775,159.75,4.83E-05,15965,31.95,3044,15.375,15.065,221.25,135.25,5.75,713.25,0
44.8425,998.5,57.5,1.48,131.5,0.014539,4439,8.025,534.765,19.199,0.5815,704,140,2,123.5,1
188.952,5120.6,431.6,2.232,147.6,2.21E-07,21930,31.8,3110.8,14.38,15.68,130.4,103.6,6,664,0
201.328,4047.5,97.775,1.3675,190.75,3.39E-05,15915.2,15.75,1315,21.371,5.7235,156.5,26,5.5,460,0
202.083,2302.5,133,2.435,141,5.00E-06,15320,8.635,695.82,23.7,49.4355,128.05,177.5,4.5,254,1
189.224,5158,439,2.125,145.75,2.00E-09,22205,31.5,3071.25,14.175,33.75,131.75,77.25,6.25,648.75,0
56.8995,2832.27,160.909,1.80909,133.273,0.0121142,8015.55,16.3909,1511.57,12.0727,9.85273,437.709,140.909,3.45455,354.818,1
66.0023,2751.5,86.55,1.21,183.5,0.0075085,4713,14.565,1270.19,46.95,1.625,511,77,3,383.45,1
68.2047,2047.5,81.25,1.225,186.5,0.000125,3821,12.495,974.655,53.25,2.72,426.5,44.5,3,262,1
54.4045,2924.33,160.167,1.8,131.417,0.0240551,7384.5,17.775,1553.39,12.7,8.40717,502.75,119.25,4,366.917,1
47.3996,2795,145.862,1.79483,126,0.0621138,6454.48,20.4414,1411.47,13.5172,8.22859,557.759,123.966,3.65517,348.138,1
55.8809,2814.36,171.2,1.7832,131.72,7.84E-05,8147.6,18.092,1676.28,11.484,22.196,432.88,97.36,4.88,359.16,1
50.9119,2792.08,140.923,1.73538,135,0.0232258,6728.31,16.0385,1425.61,13.3615,3.35738,519.138,148.923,3.53846,346.385,1
95.6091,4387.8,172,1.72,159,1.36E-05,9260.6,24.78,2292.58,17.34,2.3,260,57.4,4.8,628,0
167.972,2819,208,2.364,136.6,2.80E-05,16878,14.1,1232.74,16.02,79.58,192.88,274.8,5.2,331.8,0
38.9892,2550.45,107.793,1.63655,128.828,0.0537779,4753.21,13.1,1068.87,14.7448,2.95407,706.483,155.338,3.58621,301.276,1
56.3669,2843,172.5,1.82,130.25,0.015815,8218,16.925,1598.75,11.45,11.84,440.75,91,3.75,359.75,0
81.4404,3558.4,196,1.984,143.2,5.60E-05,10298,23.62,2163.2,13,2.8,322,109.6,6,483.6,0
106.782,2762.75,160,2.1325,140.5,2.45E-08,11639.8,15.35,1406.62,15.3,21.075,238.75,160.75,3.25,348.75,0
131.8,4899.83,240,1.85833,159,3.52E-05,13646.7,31.6,2772.5,16,22.9517,235.667,83.1667,5.66667,664,0
96.9218,2762.5,74,1.325,173,0.000567,6808,9.75,1082.5,24.85,11.14,337,10.35,3.5,310,1
31.044,821,4.7,0.875,184.5,0.019,912,2.465,80.55,57.7,1.315,993.5,120,1,87.3,1
44.0757,2132.8,94.2,1.588,135.2,0.0359356,4791.8,11.85,987.17,16.8796,2.0112,656.2,123.2,2.8,262.4,1
40.8211,2645,102.5,1.79,108,1.65E-06,3585.5,19.875,1112.65,15.395,1.1046,1070.7,125,3,315.5,1
71.9135,3963,170,1.85,157,0.00330055,7393.5,27.35,2145.5,16.55,4.35,385.5,80.5,5,512.5,0
34.7466,1641.84,54.0938,1.44594,129.625,0.03439,3042.97,8.11719,517.732,19.8588,11.3969,1233.25,159.656,2.28125,191.25,1
82.452,3864.25,175,1.63,157.75,0.00495,8635.25,22.275,2047.5,16.875,27.075,424.25,28.5,4.75,495,0
90.099,1489.5,55.5,1.715,132,3.91E-05,7225,5.305,288.065,20.65,97.55,310.5,101,2.5,174.5,1
61.1197,2737.5,160,1.905,128,7.90E-05,8934,15.15,1269.81,11.35,4.14,414.7,245.5,2,339,0
148.325,3987.5,321,2.2,141.5,4.05E-09,17311.5,23.85,2293.95,14.35,10.95,185,79,5,505,1
40.075,1975.5,107.5,1.57,136.5,0.046,4806,11.25,1094,17.499,1.3115,734.5,119.5,2.5,237.5,1
188.313,5174.9,416.4,2.248,149.4,3.31E-07,21595,32.2,3149.7,14.57,16.02,130.6,111.9,6,681,0
148.305,1612.75,8.625,1.1225,202.25,8.64E-05,4810.5,8.975,798.25,52.325,3427.82,187.75,15,2.75,166.25,0
158.397,1120,42.5,1.655,144.5,3.45E-07,10250,5.25,312.535,25.15,1226.7,179.5,71,2.5,132.5,1
96.164,4601.6,211.1,2.134,153.3,9.90E-07,10402,34.7,2576.4,15.37,4.54,232.2,130.2,6,595,0
52.9398,2734,140,1.59,146,0.000645,6790,18,1578,13,9.18,484,19.35,4.5,336.5,0
194.113,4062.4,276.4,2.264,137.6,3.00E-08,21680,22.2,2021.24,15.12,11,132.4,74.2,6,518,0
147.678,4915.25,177.5,1.51,167.5,0.00165128,13614.2,31.675,2679.75,17.975,16.9,235,48.25,4.75,658.25,0
46.7568,2813.86,136,1.72,131.857,0.0331229,6111.29,15.4,1340.52,13.8,7.70371,584.429,122.286,3.57143,350,1
18.5488,2685,115,1.735,103.5,0.135001,2089,29.075,1350.5,14.045,0.0876,1265,170,3,328,1
145.13,4259,245,2.28,150.5,5.53E-07,15636.5,25.85,2488.45,15.3,12.65,186,120.5,5,590,1
50.7505,2735.78,148,1.78,128,0.0180653,7150.67,15.8111,1346.58,12.5556,10.4273,535.6,160,3.55556,341.111,1
45.0199,2083,81.55,1.225,178,0.007595,3483,12.565,986.69,44.85,3.58,623,65.5,3,264.95,1
101.516,3883.8,350,2.256,144.4,2.21E-07,12016,24.56,2095.8,14.06,116.52,242.2,147.8,6,516,0
56.9789,2784.56,168.889,1.81444,129.778,0.0141678,8324.89,16.0333,1513.78,11.4111,15.7911,442,82.4111,3.55556,348.222,0
54.9572,2759.91,157.818,1.82091,129.364,0.0188887,7852.73,15.8455,1412.69,11.9636,3.37391,476.982,158.636,3,343.364,1
196.684,3001.35,221.5,2.501,136,8.19E-09,19622.5,13.625,1169.8,16.76,85.395,129.685,282.65,5.15,354,0
181.642,3104,246.5,1.65,165.5,1.40E-06,14585,19.35,1926,28.9,25,142,63,4.5,395,1
83.4431,3919.75,170,1.5975,157.25,0.000142925,8745,26.1,2186.75,14.875,8.92,401.75,37.5,5,523.75,0
165.152,2223,34.5,1.15,191.5,4.00E-06,7235.5,8.85,1066,38.45,24517.5,197,25,3,232.5,1
55.6816,2600,156,1.733,133.3,0.012979,7925.4,15.88,1503.3,11.72,9.742,454.2,65.11,3.8,316.3,1
53.5102,2747.45,153.586,1.81,128.931,0.0221014,7586.21,15.5793,1373.77,12.2034,3.21145,499.069,162.586,3,340.759,1
195.482,4025,46.35,1.25,200,3.47E-06,9971.5,13.4,1553,32.4665,15.2,150,32.5,3.5,412.5,0
52.3769,2731.36,149.273,1.79545,128.727,0.0205142,7380.91,15.3818,1340.17,12.4182,9.10782,513.982,174.455,3.36364,337.909,1
47.529,2697.53,136,1.76067,127.4,0.0354437,6477.6,14.34,1217.39,13.2133,6.89633,587.653,180.2,3.26667,329.533,1
65.0691,3509.1,176,1.687,151.8,0.000171,7759,23.12,1965.6,13.84,47.054,453.2,42.9,5.1,463.7,0
178.195,4252.3,304,2.146,140.8,1.40E-05,21059,25.45,2410.1,13.99,382.81,162.7,144.4,6,537.9,0
134.535,2202.5,48,1.565,168.5,4.10E-06,7331.5,7.75,651.965,30.5,2950.31,206.5,40,3.5,232.5,1
52.2387,2849.77,156.154,1.79269,129.385,0.0277423,7236.15,16.4615,1457.68,12.5962,9.2525,522.538,120.538,3.69231,356.154,1
101.588,3013.5,106,1.51,163.5,3.15E-05,7955,11.65,1258,22.6,43.1,305.5,58.5,3.5,330,1
138.715,5002.5,230.55,1.615,163,6.50E-05,13765.5,27,2520.5,19,45.092,207.5,35.5,5.5,642.5,1
44.4917,2625.4,134.8,1.645,133.6,0.024398,5843,17.56,1533,13.45,2.2399,584.8,136.3,5.1,325.2,0
61.1083,3118.52,176.032,1.85286,134.794,0.0105747,8294.21,19.4524,1714.67,12.373,11.6413,421.714,92.3333,3.93651,398.095,1
55.9434,2958.75,53,1.325,175,2.68E-05,3356.75,14.85,1537.25,27,20.72,499.75,16.25,3,333.5,0
184.432,5565.25,325,2.245,159.25,8.26E-07,19692.5,34.5,3363,15.6,36.3,133.25,139.5,6.25,776.25,0
51.9635,1458.5,23,0.9875,180.75,0.03759,1820,8.405,825.75,46.075,0.6225,548.25,158.75,2,150.5,0
76.1861,2741.33,159.333,1.91667,129.667,0.0135547,9326.33,15.0333,1277.69,13.2333,24.5855,455.25,206.667,3.66667,335.833,1
135.279,4439,352,2.312,150,4.40E-07,15170,27.02,2547.2,14.58,94.36,196.8,158,6,617,0
174.103,4163,122,1.37,179.5,2.35E-06,12858,27.95,2257,24.35,92.75,154,36,4,510.5,1
51.7324,2855,160,1.6525,142.5,0.0001525,6920,21.075,1907.75,12.525,3.59,458.25,78.25,5.75,367.5,0
70.7347,3961.75,132.775,1.525,163,0.00173425,6424.5,22.325,1977.5,18.175,3.1235,388,32.5,4.5,537,0
64.2609,3083.2,148.22,1.726,140.4,0.0126856,7888.6,17.12,1567.92,13.98,2.8248,400.88,137.4,3.4,388.8,1
142.984,2735,51,1.6,164,2.60E-06,8188,13.45,864.465,28.8,82.81,192.5,41,3.5,287.5,1
147.883,3765,120.5,1.64,156,9.30E-07,11980,19.63,1586.8,22.1,107.25,186.5,69.5,4,483,1
168.644,1072,22.3,1.205,194.5,1.22E-06,6864.5,3.145,166.22,72.85,16.2,185.5,41,2,114.5,1
123.798,3111,61.5,1.64,153.5,9.85E-07,7582,26.9,1300.65,26.1,43.6,237.7,38,3.5,374.5,1
45.0649,2718.38,135.385,1.73923,126.692,0.0408862,6095.69,14.5308,1237.82,13.4308,7.37577,618.923,146.385,3.46154,334.077,1
31.393,2101.5,90.5,1.405,130,0.0315085,4204.5,8.4,859.27,16.65,36.78,2009.5,82,2,247,1
130.871,4672.4,266,1.756,154.6,0.00264,14414.8,27.28,2578.8,15.86,56.44,290.2,37.6,5.8,593,1
49.6281,2782.88,151.154,1.78269,127.731,0.0381269,6930.38,17.0077,1411.18,12.7692,9.15888,540.192,120.962,3.61538,346.885,1
108.996,2017,80.5,1.795,122,9.63E-07,5814,9.425,779.15,21.795,0.0216,971,99,3.5,228.5,1
134.165,3509,132,1.72,167.5,1.50E-06,10718,22.8,1915.5,22.1,83.8,203,67.5,4.5,432.5,1
23.5095,1413,14,0.99,152,0.0250085,1042.5,5.77,511.27,32.25,35.715,2100.5,142.5,1.5,151,1
73.978,3655,195,1.91,146.5,7.06E-05,8735,28.25,2265,13.8,2.85,349.5,116.5,6,469.5,0
184.077,5559.1,316,2.314,160.9,9.90E-07,19427,34.8,3398.4,15.78,25.56,132.5,157.8,6.1,790.5,0
67.6101,3069.5,222.5,1.9425,134.5,0.04725,9018,15.775,1644.5,12.275,38.17,396.75,96.75,3.75,384,0
113.052,4346.2,217,2.095,149.6,2.56E-07,13012,27.245,2436.45,14.275,5.285,223.3,110.55,5.85,603.4,0
78.3394,3273.25,70.25,1.345,171.25,2.03E-05,5566.25,18.375,1714,24.325,46.4,461.25,17.75,3.25,396,0
50.697,2981.55,148.727,1.70455,139.727,0.0200945,6534.36,17.8818,1601.48,13.5455,3.89755,509.636,79,3.90909,379.727,1
99.5119,2054.8,94.5,1.868,144.6,0.00290007,9614.8,11.04,930.602,17.7098,57.2463,313.5,403,1.1,242.3,0
128.171,2955,49.5,1.305,173.5,0.014503,6731,12.35,1200,28.0155,3.7315,569,107,3,329,1
77.4508,3183,270,1.97,140.5,7.00E-05,9820,21.1,1935.5,12.9,74.05,344,122,6,417,0
150.752,3394,205,2.24,137.5,2.17E-08,16736.5,18.35,1661.6,15.05,8.45,186.5,71,5,435,0
64.5894,3115.8,159.15,1.9085,127.45,7.65E-05,9296.8,18.07,1560.3,11.395,7.125,387.7,85,2.6,403.8,0
162.955,2175.5,52,2.145,142.5,6.10E-06,9325,5.885,279.695,28.7,0.3955,172,51,4,234,1
58.7533,2916.5,180,1.9025,124.5,7.50E-05,8906,16.95,1465,10.925,12.675,439,93.25,2.5,377.25,0
206.496,1680,45.25,2.1525,145.75,7.64E-06,11467.5,4.6275,321.595,29.975,0.97825,127.5,37.75,3.75,174.75,0
62.9871,3163,177.5,1.785,142.75,0.000105275,7962.5,24.375,2086,12.95,2.975,398.75,105.25,6,404.25,0
32.4286,2665.5,150,1.7,114,0.0315009,4861,10.875,1412.5,9.945,1.2846,1134.5,134.5,2.5,322,1
214.13,4469.5,281,1.79,170,9.01E-07,20825,22.5,2084,17.364,11.285,123,57,6,525,1
87.6828,1998,82.2,1.74,141.6,3.46E-06,8499,9.64,805.532,17.98,65.08,902,361,1,233.4,0
182.591,4449.1,311,2.196,142.3,1.10E-07,21368,27,2481.7,14.33,382.76,143,148.9,6,564,0
69.9232,1006.5,6.3,0.885,186,9.45E-06,1207,2.545,104.49,69.25,50,1906,60.5,1,105.5,1
190.96,4597.05,318.5,2.224,144.15,1.65E-07,22097.5,27.35,2609.4,14.455,364.01,131.15,153,6,596,0
100.673,4657.65,241.6,2.162,153.5,1.05E-06,10896,35.75,2643.5,15.425,3.22,244.95,136.4,6,601.5,0
41.4992,2001.5,112.5,1.61,132.5,0.014545,5323,12.95,1052.5,17.049,2.2815,732.5,125.5,2,253,1
194.196,4002.1,244,2.242,137.5,3.36E-08,21407,21.3,1910.07,15.33,18,133.4,68.7,6.1,511.5,0
103.904,2194,89.15,1.515,165,0.0315009,6559,11.55,1180,29.95,2286.28,315.5,46.5,3,261,1
211.245,3916.5,82,1.29,181,1.65E-06,16563,14.17,1436.5,21.3635,52.85,137,14.5,5,477.5,1
106.411,3316.25,40.425,1.215,191,2.20E-05,5408.75,11.25,1483.5,32.775,6.71,269,15.5,3,358.75,0
79.9708,1397.6,21.2,1.03,179.3,0.0350008,3056,8.288,835.1,43.24,10.801,487.9,151.7,2.3,156.5,0
96.572,4526.8,173.3,2.082,151.9,7.70E-07,10646,32.1,2483.2,15.11,8.42,194.6,112.6,6,585,0
197.18,2516.5,46,1.225,192.5,3.00E-06,13584.5,5.67,856,27.2135,2950.85,163,9.5,4.5,250,1
94.0693,4129.8,54.9,1.901,144.7,9.00E-06,11240.8,22.42,2086.8,13.87,20.25,101.2,55,5.6,532.8,0
75.4239,797.5,36.25,1.235,171,6.90E-05,4336,4.77,229.42,53.95,0.74,376,89,1.5,95,1
45.6579,2665.18,122.545,1.63545,136.636,0.0349709,5652.91,14.9545,1336.27,14.2909,4.61991,591.273,100.945,3.90909,321.909,1
147.561,4061.5,350,2.24,141.5,5.50E-10,17525,23.85,2215,13.95,285,185.5,150,6,527.5,0
81.6762,2087,101,1.66,148.5,9.51E-05,7380,14.55,1115.54,17.7,1227.53,359.5,63.5,3.5,276.5,1
58.7062,3567.5,105.275,1.4875,163.75,0.0049825,5008,19.275,1714.75,19.025,4.621,459.5,22.25,4,463.75,0
80.3847,4128.5,95.825,1.3825,171.25,0.0017475,6010,20.425,1808.25,21.875,1.663,338.5,22.75,4,541.25,0
56.3716,2722.22,164.444,1.78389,131.222,0.0142333,8150.44,16.1056,1522.83,11.5389,12.5689,446.722,76.95,3.66667,337.611,0
102.63,3763.25,356,2.268,142.6,7.45E-10,12438,22.3,2019.5,13.685,123.64,239.7,145.5,6,507.75,0
42.9505,1013.5,9.65,1.765,124,8.53E-06,2677,4.2,200.77,24.35,41.35,1945.6,42.76,3.5,86.5,1
87.1957,4308.8,97.99,1.36,172.8,0.000136,6470.9,21.18,1860.5,22.35,0.6716,299.1,23.8,4.1,567.3,0
153.48,2717,38,1.74,162.5,4.05E-06,8725.5,21.85,1283.5,27.2665,5.8,223,52,4.5,281.2,1
129.315,3193.5,185,2.09,134,3.40E-05,15205,16.55,1426.46,13.6,6.89,258.7,235.5,4,395,0
158.938,5279.5,192.5,1.525,168.5,5.53E-06,14630,33.7,2882,18.075,15.6625,171.25,56.25,5,724.5,0
151.58,3194,138,2.245,150,5.55E-06,10810,20.385,1475.23,22.95,1.3855,189,87,5,389,1
58.1611,2910.5,177.5,1.8675,127.5,0.0157725,8643.5,15.6,1505.75,11.2,28.54,428,94.75,3.75,368,0
183.139,2861.7,216,2.477,134.8,9.00E-06,18260.8,12.97,1103.26,16.39,89.28,160.69,297.1,4.7,334.8,0
83.2808,2537.5,140,1.92,134.5,4.50E-05,9699,14.25,1208.39,14,34.05,340,260.5,1.5,316.5,1
94.4332,4691.5,200,1.88,159,9.05E-06,9425,31.4,2550,16.75,1.875,258,96.5,5.5,645,0
135.698,4673.5,140,1.45,169.5,1.02E-05,10940,26.15,2355,20.15,52.575,204.5,38.5,4.5,660,0
103.862,3408,105.5,1.69,153,8.58E-06,7940,15.03,1316.8,22.05,97.575,249,68,4,460,1
42.517,2157,37,1.18,173,0.025013,2267.5,12.27,1191.5,34,13.815,599,108,2.5,236.5,1
54.3459,2956.91,154.727,1.76182,131.636,0.0262306,7246.73,16.6909,1507.97,12.9818,8.75782,509,113.818,3.72727,377.636,1
69.4239,2672.8,141.6,1.826,132,0.0128444,8092.4,13.48,1193.19,14.58,11.636,402.2,68.94,3.4,322,1
14.9654,1112.5,8.65,0.955,147,0.0115085,751.5,2.8,139.13,30.5,35.765,2400,112.5,1,122.35,1
178.089,4325.9,304,2.143,142.2,1.90E-05,20951,25.68,2410.4,14.16,383.006,166.8,138.1,5.9,549.3,0
91.1404,3486.5,327.5,2.1675,139.5,0.01575,11306,19.725,1857.5,13.225,109.39,292.25,132.25,5.25,458,0
52.03,2718.4,147.2,1.792,128.4,0.0162656,7331.6,15.54,1320.39,12.48,9.7626,520.48,184,3.4,337,1
130.256,2709,180,2.22,134,3.40E-05,14130,12.8,1074.4,14.4,51.24,256.75,360,3.5,315,0
52.5097,2871.81,154,1.76952,130.095,0.0274789,7183.71,16.2095,1461.82,12.7429,9.1201,520.619,116.667,3.66667,362.762,1
17.9969,2494.5,103,1.59,108.5,0.040501,2274,9.325,973.66,12.345,0.1211,1362,212.5,2.5,295,1
91.2552,3854.2,208,2.092,144.6,2.80E-05,11334,24.66,2248.6,13.3,2.7,280,114.8,6,531.8,0
46.1495,3229.4,143.2,1.626,146.6,0.016352,5428,20.38,1660.06,14.36,4.0946,572,71.8,4.6,421,0
109.599,3721.4,286.8,1.978,136.8,0.0378,13764.4,20.68,2136,12.68,7.536,321.4,82.2,4.2,460.2,0
182.286,4459.6,305,2.14,143.3,1.70E-06,21197,26.08,2467.1,14.58,382.615,144.4,140.4,5.9,573,0
59.944,3631.5,123,1.605,142.5,0.0405085,5635,18.75,1568.66,17.3,0.6915,584.5,144.5,4,491.5,1
123.36,4365.5,280.5,2.2,145.5,1.20E-09,14927.5,27.025,2508.75,13.7,5.7,211,111.75,6,592.5,0
183.117,5530.75,282.5,2.145,164,1.25E-06,18600,35.25,3320.75,16.45,18.925,134,141.75,5.75,784,0
157.162,3988.75,280,2.065,140.5,3.50E-05,18747.5,24.625,2326.25,13.675,319.525,210.25,136,6,504.75,0
55.322,3265.45,115.5,1.59,158.8,0.00627,5246.65,18.39,1637.81,17.57,10.73,500.455,36.9,4.05,420.25,0
75.7345,1407.5,35,0.9625,190.25,0.01277,2360,8.135,793.25,52.225,1.0075,382.75,76.25,2,141.5,0
55.4928,2808.6,170,1.788,132,0.01268,8012.4,17.64,1660.4,11.58,10.092,442.2,91.6,4.2,355.6,1
170.765,4958.4,403.6,2.08,148,3.40E-06,19794,30.16,2921.8,14.8,12.23,157,80.4,5.8,642,0
54.2738,2877.9,158.209,1.78224,133.896,0.0155307,7539.4,16.9418,1507.73,12.3075,8.55649,475.552,137.119,3.65672,362.552,1
169.312,2867.4,212,2.414,133.6,1.80E-05,17221.6,13.44,1142.34,15.78,79.86,192.28,274.2,4.4,339.6,0
117.207,4843.75,222.5,1.995,158,1.25E-06,11872.5,36,2721.5,16.15,7.075,223.25,118.5,5.75,634,0
55.0121,2620,156.25,1.7275,134.5,0.0239463,7731.25,15.75,1546.88,11.8625,5.6225,455.75,66.425,3.875,317.125,1
97.9707,3203.5,96.5,1.38,176,9.50E-05,6687,15.25,1505,23.457,4202.53,334.5,23,4,371.5,1
130.445,3669.5,135,1.695,173,1.15E-06,9537.5,26.5,2048.5,23.35,33.3,208,77.5,4.5,432.5,1
59.6265,2593.2,138.2,1.796,128.6,0.0128478,7811.2,13.198,1152.75,13.1,12.092,433,61.34,3.2,315.2,1
194.239,3130,54.75,1.3,182.75,6.50E-06,15608.2,6.13,865.25,21.5703,8.075,239.25,8.5,5.25,323.25,0
122.57,4261.5,275,1.89,138.5,1.50E-05,14960,24.6,2340.5,12.85,63.6,279,74,5.5,540,0
53.9018,2863.73,165.1,1.8349,130.53,0.07749,7485.92,16.348,1529.32,12.374,2.39242,467.27,83.97,3.07,347.84,0
147.038,3879,235,1.915,148,4.08E-08,15755,22.15,2073.89,15.9,76.8,186,239,4,480,1
45.6837,2944.25,70.25,1.405,167.5,0.0016695,3365.5,16.675,1572.75,23.15,21.925,555.25,17.5,3.25,344.75,0
89.4917,2474,22.5,1.05,191.5,0.025017,3848,7.42,880.5,40.25,4.705,413,106.5,2.5,277.5,1
111.099,2464.5,82,1.395,164,0.0005515,8268,16.55,1371.5,21.4,89.15,323.5,11.35,3.5,252.5,1
125.95,3727.5,342.5,2.28,140.5,9.78E-09,14700,21.275,1915.08,14.125,111.25,213.25,130.25,6,493.75,0
84.4895,4031.9,149.22,1.592,160,0.00137768,8048.6,24.6,2145.4,17.56,4.4168,341.3,58.2,4.9,540.4,1
31.2988,1639.34,59.2188,1.44219,129.188,0.0343941,3146.09,8.49844,571.025,18.9088,11.5944,1243.71,180.469,2.15625,191.875,1
161.978,4457.5,166,1.74,183,3.06E-05,12969.5,20.25,2110,25.35,9.5,162,90.5,5,575,1
80.5228,3616,110,1.48,163.75,0.00495082,6707.75,20.4,1809.25,18.775,30.575,426,22.25,4,476.25,0
188.14,3960,43,1.22,203.5,1.95E-05,9367,11.55,1385.5,33.5165,28.2,154,35.5,3.5,407.5,0
138.507,2146.5,59,1.815,132.5,9.70E-07,8586.5,18,621.15,25.7,2.8,225.2,53,3.5,249.5,1
102.639,4770.8,199.2,1.66,162,1.53E-05,9973,27.22,2532.6,17.6,2.535,251.5,57.3,5.1,684,0
53.5669,2519.17,126,1.74833,130.833,0.0146443,6852.5,13.875,1130.41,13.85,8.81883,510.4,161.333,2.83333,315,1
116.643,3254.5,119.8,1.525,184.5,0.00017055,6895,22,1675,40.25,1.95,228,78.5,4,370,1
96.0571,4075.7,214,2.143,146.7,1.90E-05,11744,25.41,2291.6,13.62,2.846,263.1,111.1,5.9,567.3,0
69.5972,2953.64,130,1.68455,144.091,0.0194571,7355.36,13.4455,1271.36,16.6364,9.07573,438.4,110.818,3.18182,356.182,1
50.6533,2722.85,145.231,1.78846,128.077,0.0284443,7060,15.0538,1296.94,12.6769,2.89069,542.677,170.385,3,335.615,1
142.562,4586,245,1.9,152.5,8.50E-06,15585,26.4,2471.5,16.1,213.075,198,102,5.5,625,1
82.7682,3782,122.5,1.805,142,9.20E-06,6946.5,29.3,1707.65,20.35,1.675,293.2,57,4.5,512,1
95.1966,4665.25,215,2.02,156.5,5.08E-06,9852.5,33.7,2586.5,16.125,2.2375,254.5,117.75,5.75,622.5,0
164.515,2879.8,42.14,1.228,191.8,2.67E-06,8766.4,14.14,1457.8,31.28,10032.6,180.6,13.2,3,309,0
102.649,1932,79,1.36,168.5,0.000553,7411.5,10.85,1159,23.1,2956.65,337.5,10.35,3.5,197.5,1
110.023,3108.5,101.55,1.16,186.5,0.00750085,8753,19.165,1540.19,47,11.3,448.5,78.5,3,406.45,1
54.1925,2949.4,158.2,1.806,131.2,0.0288491,7252.4,17.66,1523.86,12.93,6.0586,516.4,123.7,3.8,368.9,1
128.335,3114.97,191.8,2.1123,143.99,8.93E-05,13100.7,17.341,1461.72,15.496,54.6892,298.253,184.17,5,387.81,0
52.0961,2725.36,148.364,1.79091,129.273,0.0262387,7287.64,15.1636,1344.08,12.4909,5.95873,516.527,172.545,3.27273,335.364,1
163.339,4394.6,106.6,1.331,169.6,0.00810297,12249,24.02,2075.73,21.73,93.6233,220,44.2,3.9,596.3,0
49.0825,2875.5,51.05,1.155,151.5,7.35E-05,3523,12,1017.77,22.4,35.592,1924,54,2.5,363.5,1
136.29,1328,58,1.99,134,4.40E-05,9240,6.06,373.495,22.8,0.6355,257.5,77.5,3,148.5,1
111.552,2864.5,107,1.535,160.5,0.0315015,8470,16.85,1517.5,21.2,83.78,308.5,47,3,316,1
103.203,4210.6,214,1.684,156.4,0.00396,11112.2,24.42,2275.2,16.44,39.66,366.8,32.4,5.2,537,0
54.7253,2940.17,161,1.81417,130.833,0.0292934,7441.5,17.2167,1522.64,12.675,8.36217,502.833,118,3.75,367.583,1
66.3775,2867,174,1.896,132,0.012652,8979,16.88,1589.98,12.1,10.852,400.6,87,3.8,363.8,0
73.0513,2883,175,1.94667,133.167,0.0105433,9486.33,16.85,1584.13,12.5333,10.1933,373.833,84.3333,3.83333,366.5,0
88.8154,4536.7,169,1.606,161.5,2.93E-05,8432,26.17,2420,17.41,1.345,283.3,58,5.1,654.9,0
107.385,3045.5,104.35,1.515,163,0.0315005,8046.5,12.3,1447,21.95,12.78,315.5,45,3,321,1
70.9984,3777.75,132.775,1.5325,159.5,0.00172175,6694.5,21.75,1976.75,17.75,2.6335,377.75,48.25,4.75,508.5,1
162.283,1922,142.5,2.32,137,2.05E-09,12770,15,756.845,25.5,52.05,165.05,161.5,5.5,189,1
97.9805,3110.5,96,1.475,168,0.03153,7281.5,9.65,1168,23.3,1.58,320.5,45,3.5,348.5,1
69.2835,3076.1,199.2,1.867,133.2,0.0567,9346.6,15.52,1687.5,12.02,3.804,417.1,79.8,3.3,375.3,0
125.901,4571.5,247,2.248,150.8,3.31E-07,14434,28.49,2660.4,14.29,7.34,206.2,135,6,646,0
59.8902,3625,140,1.695,158.5,0.00495027,5950.25,23.025,1906.75,17.075,5.225,452.75,51.25,4.5,468.75,0
209.122,5208,212,1.6,178.5,3.00E-06,16372,24.5,2468,23.7665,48.7,127.5,51,5.5,617.5,1
189.073,3643.5,61,1.25,200,3.09E-05,12869.5,9.75,966.5,27.764,4.085,154,19,5,385,1
108.777,1883,88.4,1.882,144.8,9.32E-08,10122,10.3,833.638,18,540.88,234,363.2,1.2,224,0
108.092,3088.5,109,1.54,161,1.76E-05,8400.5,13.1,1404,22.05,24518.6,330.5,55.5,3.5,340,1
